xHandle,displayName,tier,cluster,composite_z,totalXeetsExclXeetsgiving,competitiveTournamentCount,avgDifficultyAdjustedPercentile,signalRatioAvg,cryptoCreatorXeets,multiplierBreadth,osFloorCommon,ethSaleVolume,highestSaleCommon,priceTrajectory,saleVelocity30d,ownCardsHeld,deckReachScore,followers
Tma_420,T.M.A,Legendary,1,1.285543216890586,10636.278895000001,6,0.9838416257656261,0.9056550220900252,6318.626589,0,0.0074,0.29929899,0.01,-0.008206764552637427,11,1,91.8,48895.0
banditxbt,banditxbt,Legendary,1,0.8117431393219461,7567.15563,7,0.9607202676452713,0.7345393195139954,5586.939235,0,0.0098999999999,0.44339,0.03,-0.0402326680097945,3,1,98.7,46197.0
LostSnow_Rin,Lost Snow (villain arc),Epic,0,-0.6011259978915221,589.812264,2,0.8741344160704583,0.5249693017431497,526.255521,0,0.001899,0.056310000000000006,0.0018,0.001416800348028835,15,2,72.6,7588.0
oxtochi,tochi,Legendary,1,0.8535532181770535,8734.066121000002,8,0.9338411379777454,0.7211951662136665,5478.801338,0,0.0033,0.12140000000000004,0.005,-0.00040930619054352027,14,1,87.7,71394.0
darkanft,D A R K A,Epic,0,-0.8077681305611101,33.041158,1,0.6801508806320353,0.9281716736031975,,0,0.0019,0.09906299899,0.0025,-0.0011236897909026038,11,3,0.3,1764.0
MrGreenity,MrGreenity,Epic,0,-0.03124281901900837,1563.745237,3,0.9274162137846491,0.7117006399221729,1271.071498,0,0.0049,0.0400999,0.0016,0.00019056706919290663,7,1,87.0,10755.0
ToriRibolla,Tori,Epic,0,0.195017317949843,1782.235828,4,0.8919883895214618,0.9058953065168349,1458.158759,0,0.0014,0.04193299999999999,0.0025,-0.0011355362652390986,9,1,73.9,6645.0
CrypSaf,SafZ,Legendary,1,0.38252101041545916,3806.6135839999997,2,0.9873535867910856,0.7929244884450859,3294.299885,0,0.018,0.10559900000000003,0.008,-0.0029721851993395007,7,1,91.0,32693.0
solfrater_sol,SolFrater,Epic,0,-0.6748871319368944,201.70685600000002,2,0.8834103890152694,0.46909488580790537,,0,0.002,0.09801,0.0015,-0.0008146833488819882,12,2,12.5,1728.0
0xBellinili,Bellinili,Epic,0,-1.1783533542231757,34.613278,1,0.6560634411476433,0.7158293346366195,,0,0.00119,0.07111899999999001,0.005,-0.0028834691811683764,6,1,17.4,1192.0
diegoarmandoAD,DIEGO,Epic,0,0.32715911629196504,3511.474361,5,0.973410024878031,0.6617145534187874,1339.333991,2,0.00149,0.045777000000000005,0.001999,-0.0023808711644826256,10,2,97.2,18843.0
the_jujukey,JUJU ☀️·,Epic,0,-0.8904274036221755,444.09439399999997,2,0.8225352997473714,0.44788304283561653,392.741387,0,0.00139999,0.061810000000000004,0.0044,0.0101800847930034,10,1,87.2,9354.0
0xSanixxx,Sanixxx (anarchy arc),Epic,0,-0.5103150541567474,214.63942500000002,2,0.7880311949317851,0.8237685956494594,118.1884,0,0.0058,0.041249,0.0016,-0.00029716717287400123,8,1,65.2,3513.0
zaimiri,zaimiri ✏️,Legendary,1,0.23331386133320228,3563.4945850000004,7,0.9066747463792907,0.6604445466996859,1931.970317,1,0.007,0.06059999999999001,0.005,0.0015808543562642367,6,1,77.0,55712.0
Kaffchad,Kaff 📊,Epic,0,0.1742659972649594,4528.233466,6,0.8819940575061048,0.6726889237186536,3379.639208,0,0.0013,0.0368,0.0014,-0.0025466557061696185,13,1,9.0,19822.0
yonann,Yonan,Epic,0,-0.5888741197374936,861.744769,4,0.8221822377881218,0.5531496117602979,752.569879,0,0.003,0.04893900000000002,0.0029,0.011716099047557502,5,1,87.2,4997.0
gomtu_xyz,Gomtu,Legendary,1,0.6347516666976891,5361.84219,4,0.9947347422023443,0.781433931738681,2544.458474,0,0.003,0.05991899999999999,0.0029,-0.0009468653716632672,11,1,94.4,14859.0
CreateWithTony,Tony,Epic,0,-0.3135201825218228,478.749202,5,0.8869405922651842,0.5692621228839625,,2,0.0017,0.07555787,0.002,-0.000729461681547339,12,1,47.8,2203.0
Kudabajingan,Kuda 🐴,Epic,0,-0.8430735229554671,627.077053,3,0.801108711515913,0.47843949380994855,572.160724,0,0.00094,0.04887,0.0015,-0.0011156213726263024,6,1,24.6,7040.0
Jackhaldorsson,Jack Haldorsson,Epic,0,0.12811837656990266,1270.159606,2,0.9595343879934812,0.8122856442562025,928.196431,0,0.0025,0.07974,0.0029,-0.00435409200344257,10,1,85.9,11602.0
Bellerophontis2,NancyNik,Epic,0,0.30017502430751947,2402.677713,5,0.9549100803793034,0.7474997430371417,1677.389424,1,0.00159,0.0405299,0.0027,-0.0012092486447507773,7,1,96.7,10212.0
adriadri,Adri 💜,Epic,0,-0.987055787129089,0.0,0,,,,0,0.0029,0.044278,0.0022,-0.0017441634360642721,5,1,85.9,
matchayuma,oatmilk (iron man arc) 🍵🌸,Epic,0,-0.23129191956613426,688.3976089999999,4,0.8894665284612727,0.6589302693060803,248.544021,1,0.004,0.0888,0.004,0.00015768257997774175,6,1,79.0,7942.0
edoweb3,edo,Epic,0,0.4747316991362788,2860.1914420000003,4,0.9878496685720173,0.8165403450084902,1266.152239,0,0.0025,0.07568889999992001,0.00258,-0.001908030962397867,12,1,90.8,5141.0
defidarling,sara,Legendary,1,0.18758464908586098,922.846352,2,0.97409706557128,0.8388132904274891,903.202952,0,0.00218,0.10438,0.00388,-0.00010883336991610421,9,1,95.1,90029.0
CasperOnChain,Casper (Vacay Arc),Epic,0,0.20667997486041928,1593.2763400000001,2,0.9657507888369872,0.8370600313679573,832.397588,0,0.0015,0.03165,0.0017,0.0007867652859514769,9,1,37.9,17847.0
cartist00,CARTIST,Epic,0,0.07850808724405361,1328.4859000000001,2,0.958688595768667,0.7748579761456038,1059.087244,0,0.0015,0.0669878,0.005,0.0007575339328879184,15,1,86.4,36299.0
iMithrandir_,iMithrandir 🪄,Epic,0,-0.1471545665977489,1621.385605,5,0.8840962420074666,0.6363187120506731,1151.645554,1,0.003,0.09695099999994002,0.003,-0.0021959552329109838,7,3,44.8,3994.0
Nxtlvl,NXTLVL👑️.eth | Polygon Labs,Epic,0,-0.34619459934980606,892.0533330000001,2,0.9098298265958203,0.6075459610826883,813.687317,0,0.0019,0.0442289,0.0019,-0.001599923131919439,13,1,45.8,9092.0
DoggfatherCrew,Doggfather,Epic,0,-0.5038107156847306,360.54342999999994,2,0.8449033128482512,0.6806425956481104,257.652519,0,0.00299,0.0500409,0.0014,0.0016860391907963185,8,1,62.7,23887.0
CryptoUsopp,Usopp,Legendary,1,0.7149822716089065,4061.1876240000006,6,0.9569482646827724,0.9096808419924177,2331.259736,0,0.0059,0.053099999999999994,0.0059,-0.0017318314430076385,8,1,83.4,46794.0
DWDrummer_eth,DWdrummer,Epic,0,-0.9754225681983546,173.046052,2,0.7702729938094814,0.5289208418333629,,0,0.003,0.07065000000000002,0.003,-0.0015251779976546375,10,1,43.0,5261.0
zera_chielo,Zera | ∑:,Epic,0,-0.6474581278124837,296.586073,2,0.8202841415720672,0.6394471970932567,151.699976,0,0.001099,0.0853869,0.0014,-0.0013442251409492019,11,1,57.8,13516.0
Carlitoswa_y,Carlitosway,Legendary,1,0.26254854410626943,3683.9719950000003,6,0.9094868307945493,0.7154035839897676,2461.256136,1,0.005,0.32539,0.01,-0.001988744478059226,7,5,99.0,31206.0
mariannehere,Marianne,Legendary,1,1.169537599709453,10217.690975,6,0.9917261668958535,0.8239006608996823,3285.172675,1,,0.32146,0.011,0.0005586248891860891,7,1,98.7,42517.0
MadMaxx_eth,"MadMaxx (∎, ∆)",Mythic,2,0.4311785640081942,6211.078045999998,9,0.9212295693182304,0.5323290916925701,1681.637971,4,0.003,0.09286,0.0096,-0.0029559527830573646,8,7,98.0,13559.0
Deebs_DeFi,Deebs DeFi 🛰,Legendary,1,0.6059399156546693,5046.065181000001,9,0.93614863965604,0.6867252229679716,1644.486621,0,0.008,0.12447899999999998,0.0039,-3.0222256205738096e-05,6,1,94.6,53028.0
TheCryptoProfes,The Crypto Professor,Mythic,2,1.09815427075177,7410.195874,11,0.9784166248738504,0.7214230151977497,2003.973882,3,0.0075,0.06476899999990998,0.0021,-0.0018918340794523785,3,1,96.9,18895.0
0x_degenola,Ola,Epic,0,0.28074340547917404,1798.2376429999997,6,0.9413818433154205,0.7522994303343188,624.796959,0,0.00177,0.040829000000000004,0.0015,-0.0007020733355845705,6,1,7.7,11332.0
VideHaldorsson,Vide Haldorsson,Epic,0,0.013307382391418432,747.691793,1,0.928236015838492,0.8804615173544329,727.950264,0,0.00119,0.0713999,0.0024,0.00038714212967281707,11,1,92.3,4227.0
Riowgmi,Rio👾,Epic,0,-0.6068422076989577,932.653984,2,0.7682751312983294,0.7628019741326375,901.256366,0,0.0015,0.06082989900000001,0.0015,-0.00047987474308581817,15,1,34.0,6875.0
jade_defi,Jade 💋,Legendary,1,0.23876388217628522,1854.614397,4,0.9479619409656319,0.7962507337790223,1065.847234,1,0.005,0.07963,0.005,-0.0029627998238705264,9,1,93.1,20148.0
Crypto3Rain,Rain,Epic,0,0.08595739106555148,2304.854964,5,0.9255438315593514,0.6681116839353004,1001.814251,1,0.002949,0.028109,0.0028,0.00023414950573490275,8,1,95.9,9553.0
elenionchain,Eleni,Epic,0,0.1779344739230253,1754.20423,8,0.8843448977410837,0.7257875320475451,1141.095879,0,0.00104,0.091259,0.0029,0.0075801580955168904,7,1,98.0,9868.0
pawnie_,Pawnie,Mythic,2,0.6764549113477291,4860.41186,17,0.8634380056404283,0.5515821622865996,1031.172716,1,0.02299959999,0.10762999999999999,0.023,0.0024809336732323404,10,9,96.7,12168.0
swandogs,SWANNY 🔺,Epic,0,0.15198599319459122,1096.179334,4,0.9002237925410373,0.8912280118067692,864.81159,0,0.00259,0.05167098999999999,0.005,-0.0009379631171212673,9,1,56.5,23379.0
0xchainBob,bobby,Epic,0,0.2107258939894865,1795.389576,2,0.9775927987895703,0.7999344528371293,1256.910695,0,0.0035,0.0628019,0.0015,-0.00130588265934101,9,3,84.4,14091.0
pukerrainbrow,Pukerainbow 🤮🌈,Legendary,1,1.2702848712054409,10908.644021000002,10,0.9619446594269968,0.7457094949947091,2782.375407,0,0.01,0.33856,0.0099,0.0019344683964370006,7,1,89.3,80176.0
cabenX,Caben,Epic,0,0.3360503892734521,4230.34502,9,0.9019157019584768,0.6173825483902464,1117.657613,1,0.0044,0.06871000000000001,0.0012,0.00040044669935531064,10,1,0.3,9584.0
Danny7xEth,danny7x.eth,Epic,0,-0.6421298963477761,189.145222,3,0.9041111715841582,0.39584113893409345,,1,0.01668,0.017099999999999997,0.0024,0.0006562723165052123,3,1,54.5,7034.0
nftriles,Riles,Epic,0,-0.18233155792311628,1469.444904,6,0.8346693036193712,0.6934539162934424,306.207086,0,0.0047,0.05104,0.007,-0.001120424656352101,1,1,84.4,10164.0
dreweth,Drew,Legendary,1,0.23521480027683983,1898.541779,2,0.9354121716218086,0.9161255895142741,1744.803044,0,0.0029,0.060128799000000004,0.009,-0.0017353548731295848,6,1,69.8,10299.0
KierianV,Kierian,Legendary,1,0.5908359035842661,4925.318668999999,5,0.937505031393766,0.8667772273221444,2023.548888,0,0.00489,0.06215999999996,0.00668,-0.00073587984529858,10,2,97.4,17808.0
morsyxbt,Morsy,Epic,0,-0.5773723585124844,1636.547472,2,0.9032811601560773,0.41396858575218054,1564.383914,0,0.00538,0.13960000000000003,0.003,-0.0015455303698159646,12,1,14.1,10260.0
walsxbt,Wals,Legendary,1,0.9021992198619866,10510.243000000002,13,0.8675827294075407,0.5888926036118438,2985.522687,0,0.0244,0.73479,0.018,-0.035729366970190406,7,1,98.2,30025.0
ripchillpill,Chill Pill 🔮 (Bald),Legendary,1,0.1469246847963212,3785.5953759999998,7,0.9149315330793376,0.5647950808131393,1862.82243,0,0.008,0.35380000000000006,0.015,-0.0051964160657445545,18,1,96.9,98696.0
0xkekov,kekov,Epic,0,0.3686003731678842,3282.926963,3,0.9711293176988303,0.8040276641184573,659.126986,0,0.0038,0.077963,0.004,0.00038634614472434625,8,1,85.4,5044.0
anda765,Anda ☀️,Epic,0,0.3184985937607041,3063.2252959999996,5,0.9301633061665155,0.7860867709270644,1153.71424,0,0.004,0.06109,0.0025,-0.0018820006467035167,6,2,88.0,5924.0
jessyfries,jessyfries,Epic,0,-0.9366993148565963,529.918576,2,0.8185185185185185,0.41921873148078537,479.90696,0,0.003,0.04997000000000001,0.002,-0.0005084439720538112,5,1,28.6,8291.0
xerocooleth,xero 🎮,Legendary,1,0.22954755685654224,4936.621420999999,7,0.9125399911329913,0.5689195953768493,2633.644668,0,0.0068,0.10288300000000003,0.005,-0.00317624620958274,8,1,70.6,71170.0
ryandcrypto,ryandcrypto,Legendary,1,0.6513328003089576,4318.1675510000005,3,0.9587640620591543,0.9856028455577505,2980.187747,0,0.007,0.06254000000000001,0.0048,0.0018888524537838517,9,1,0.3,233956.0
Jai0xCrypto,"Jay.eth, CFA",Epic,0,0.08640663078773506,1659.0962959999997,3,0.9387428345797714,0.7648668848521822,1479.072817,0,0.001,0.060416,0.0017,-0.0005134300794790456,11,1,80.1,18009.0
defi_explora,m0h,Epic,0,-0.5686043901583291,256.450249,1,0.7842953544141431,0.8349699017195376,256.370792,0,0.001,0.05859989999999999,0.0035,-0.0003000174880066939,23,0,,18419.0
bitrusxbt,bitrusxbt,Epic,0,-0.8672875890966398,292.200983,3,0.8514376135458556,0.35493548857687324,,1,0.0014,0.044839999999990006,0.0014,-0.0004371806315755805,10,1,3.3,2011.0
dazzlercoin,bewise,Legendary,1,0.9177467464444442,5997.257856,10,0.9399169583545893,0.8074600572076911,2042.9834,0,0.00369,0.027500000000000004,0.0016,0.0021125174996946723,3,1,77.2,21049.0
BR4ted,₿🧞‍♂️,Legendary,1,0.8333189230209989,6233.59416,7,0.9477750033960435,0.8544005829747962,4241.449911,0,0.03,0.4978999999999999,0.029,0.03420869523748317,15,1,80.3,52404.0
R2D2zen,R2D2,Legendary,1,0.29981963888228835,4658.106921,6,0.902174255956119,0.7079847008105699,1999.468014,1,0.006,0.24177,0.007,0.0024119737046316,13,2,98.2,14063.0
vikktorrrre,Veee,Epic,0,0.5289628484232872,3027.5311789999996,5,0.9615939724710483,0.8648700905479249,1215.346159,0,0.00399,0.050749,0.002,-0.0009430560089617757,12,1,73.7,4689.0
lechriss17,lechris,Epic,0,0.1598601720086354,1789.3763599999997,4,0.9480790745560754,0.7416762667879937,999.443316,1,0.002,0.04092899999999999,0.0025,-0.0006462600720724068,9,1,82.1,7425.0
mhknft,mhk 發,Epic,0,-0.3821639974976771,677.391769,2,0.9106382896890186,0.5908185950527507,452.449542,0,0.00129,0.14772888,0.0069,-0.010175711271233472,8,2,63.4,92085.0
treeonchain,tree,Epic,0,-0.6512814522045011,921.7426529999999,4,0.7623379487216807,0.6514828376990394,796.808678,1,0.00114,0.062167999999999994,0.004,-0.001704641715289532,14,1,58.8,33710.0
MalayAhmad,Ahmad Malay 💎🔊,Epic,0,-0.1018508799682513,1921.6059229999998,3,0.8756155326645917,0.7681015091243281,,0,0.0015,0.06141800000000001,0.002,-0.0002854953739881704,18,0,2.6,2558.0
Defi_Scribbler,Scribbler,Legendary,1,0.2282455784358672,3154.6955349999994,7,0.9453956352735409,0.5835451215151206,934.346514,1,0.006,0.06307,0.007,0.0014721114690826906,4,1,96.4,22853.0
man_versus_coin,Man Versus Coin,Mythic,2,0.16602972361112034,5551.622647,10,0.8740791212585665,0.44281823502664236,1206.782114,5,0.0075,0.086549,0.01,-0.001597285330255681,5,6,99.2,3109.0
jyp_nft,JYP,Epic,0,-0.5494570507908276,999.570425,2,0.8948616140501124,0.4896286770534936,942.137167,0,0.0041,0.05123519999997,0.0015,0.000536920592451292,6,1,20.2,20638.0
mountalba,mountalba,Epic,0,-0.49067521562925975,292.854143,2,0.8109877348054729,0.7774171349499932,171.085145,0,0.00089,0.06207,0.003,-0.0016489501478013499,11,1,39.9,5344.0
Kaiz_294,Kaiz,Epic,0,0.3131018428440203,2094.025076,7,0.9183831513668892,0.7696315215286286,988.936421,1,0.0048,0.073729,0.003,-0.011235677961007039,8,1,60.1,9670.0
Elminselimov5,el1000.mega | ∑:,Epic,0,-0.5261642513935191,823.845292,3,0.8499713743575752,0.5797282826330573,675.866945,0,0.0013,0.05500200000000001,0.0049,-0.00047084717422468485,15,1,41.9,8935.0
yvohvn,yv,Epic,0,-0.2934911252980013,202.030832,2,0.9265077981848895,0.6424620526711415,,0,0.00099,0.067617,0.00169,-0.00035249828207435267,24,1,37.9,849.0
Love2Ideate,Ｒ��ｃｋ 🪨💡,Epic,0,-1.3849365721551339,71.35487700000002,1,0.8672072232617541,0.04272081047513863,,0,0.0013,0.0387799,0.002,-0.00036722559220459184,10,2,98.2,8273.0
Febers4,Tat Thang,Mythic,2,0.5942435479551396,4857.190696,8,0.9310979866930251,0.7477914999636242,1694.834204,2,0.00299,0.056784799799989995,0.0025,-0.00044648402222039916,10,1,85.9,8406.0
holly_web3,Holly,Epic,0,-0.013418003692268282,3065.0174519999996,3,0.8445685846522327,0.8474326337731801,2100.701971,0,0.0021,0.034178,0.0017,-0.000943837727253604,7,1,48.3,51890.0
MedusaOnchain,Medusa,Legendary,1,0.3581749945617001,2028.1267910000001,3,0.9863416261555488,0.826864753084568,1575.084161,0,0.0119999999,0.335004,0.016,-0.0038508036615627363,11,2,94.4,11296.0
Sonika_KK,Sofia,Epic,0,-0.16314355473216902,122.32542600000001,1,0.9064718286851406,0.838590407927168,,0,0.0099,0.06548,0.0022,0.0005929141881161153,9,1,52.2,2675.0
AtnsXBT,AtnsMDX,Epic,0,0.43300721265066355,2891.137815,3,0.987946592029357,0.8310332112587141,1274.431075,0,0.0017,0.05281199999998001,0.0025,0.0002964326593824561,8,1,91.0,12376.0
Oxydo11,Maragkos Petros (MDX),Epic,0,-0.2910834225955436,687.393836,2,0.9084226230349588,0.6624713807081858,565.271718,0,0.001,0.08372999999993001,0.0015,-0.0008535894389654747,11,1,75.4,7435.0
XammieCrypt,XAMMIE💎,Epic,0,0.07813766796755113,2926.860755,3,0.9701432255501591,0.6128894610762877,2050.197579,1,0.00199,0.05258800000000001,0.0016,-0.0005744172074777019,19,1,3.6,11711.0
Dashke,Dashke,Mythic,2,0.1564034738785427,3549.0020910000007,10,0.9172373022672382,0.4379299445386736,1027.416068,2,0.003,0.042255,0.003885,-0.0020254937969779946,8,1,98.5,9664.0
WYdaGOAT,Kenny Wy,Epic,0,-0.023353545400107034,2312.919276,4,0.8805789525730964,0.7452409981732566,1327.677791,0,0.00104,0.04074200000000001,0.001849,-0.0009342890272275092,8,1,96.2,20909.0
lizmoneyweb,Lizzie,Mythic,2,1.9062154063134118,14280.055781999998,13,0.9888525419153525,0.8220217811806039,2355.076502,2,0.035,0.28969998888799003,0.01699999999999,-0.0036938814464992213,9,2,99.5,11048.0
coinempress,vana,Epic,0,0.09588319678967244,1395.736976,2,0.9589457757504235,0.7833163882069865,1198.596777,0,0.003,0.0303,0.0015,-0.0003502344432960883,6,1,90.0,5896.0
Naeven_,Naeven,Epic,0,0.06414346042735256,1072.183043,3,0.938894906159747,0.7799486608779246,700.013627,0,0.0011399,0.058478,0.0019,-0.00024766470129890445,21,2,29.2,3194.0
Xeer,Xeer,Legendary,1,0.7934633112390785,9249.175916000002,4,0.9465272415015799,0.8059755457956053,7619.101558,0,0.019,0.6877999999800001,0.01889999999,-0.017275113893409796,17,1,95.1,62037.0
triples_eth,TripleS,Epic,0,-0.10216563217367192,1434.9458,3,0.847145827254928,0.8642938123446062,1315.946035,0,0.00104,0.033291,0.0045,-0.00043097790690550786,9,2,58.1,4545.0
0xAmne,Amne,Epic,0,-0.25288810724721555,344.280834,1,0.8347219898499805,0.9374315039564474,344.280834,0,0.0015999,0.045927999999970014,0.00135,3.391855556297714e-05,10,1,28.4,18571.0
enftsar,ensar ✳️,Epic,0,-0.5204479548475482,1574.3260890000001,4,0.8588666094396863,0.47441656504832214,740.653153,0,0.00188,0.060926799999990004,0.002,-8.190028257251976e-05,12,1,55.5,6513.0
Jonasoeth,Jonaso,Epic,0,0.44811633546585083,2472.185006,1,0.9971446098934805,0.9361022431912175,2470.206622,0,0.001,0.03574999999999,0.0028,-0.0006613314135548293,12,4,50.6,5048.0
xFactorPOL,xFactor,Epic,0,-0.8284844451431945,422.407691,3,0.7778932417259125,0.557354906439096,336.545975,0,0.00178,0.030889999999999994,0.0015,-0.0001914831807997563,10,1,78.8,6749.0
aibra,Aibra,Epic,0,0.07715986577522296,2745.1522299999997,5,0.9342751582982347,0.6163391643121574,1405.550663,1,0.001197,0.02919,0.0012,-0.0008533958533873758,10,1,19.9,7688.0
0xrif0,RiF0,Epic,0,-0.9851493753756385,12.903563,0,,,,0,0.0009499,0.12538579999999996,0.0024,-0.00042540535038200445,24,0,,1796.0
0xxNathan,Nathan,Legendary,1,0.29151145252825056,3295.817879,3,0.9698387836657294,0.7500189377251026,2005.347849,0,0.00269,0.10432699999999999,0.003,-0.01147479032351154,14,2,93.6,24547.0
AnIdiot,AnIdiot,Mythic,2,-0.31776998391274613,2003.000395,5,0.8372408415356045,0.605979265504021,1141.948656,2,0.0028,0.05808613803,0.0029988,-0.0015953130255019212,10,3,96.7,10103.0
0xmani,MANI,Epic,0,0.5589836535501757,2834.928376,3,0.9940833646902313,0.9112802652686222,2060.122014,0,0.00148989,0.06536899999994,0.0015,-0.00231186809068873,12,1,82.4,10891.0
Drewfromweb3,Drew,Epic,0,-0.7510192514736806,514.805426,2,0.8561415425798895,0.46348425855425873,449.282506,1,0.00131,0.024781886000000003,0.001588886,0.00024142232404924046,8,1,88.2,6379.0
AlphaWolfPRMR,AlphaWolf,Epic,0,-0.06268731680173725,2353.325455,5,0.8858090094800483,0.6543768695970009,1105.475106,1,0.00159,0.038549,0.001399,-0.0002369928452936957,5,1,4.1,6141.0
sirceen,ceen,Epic,0,-1.1065908624210916,266.770866,2,0.7761640139906252,0.4132315210148066,216.064479,0,0.003,0.08260100000000001,0.003,0.010895838709626671,8,2,73.9,12590.0
0xTJustin,JuStin (Creator arc),Mythic,2,0.7433280945305546,5588.554934,14,0.918438111185111,0.5667252868105533,1341.056467,0,0.0019,0.044988,0.003,0.0008135086007055543,10,1,86.7,5506.0
Shivfreespirit,Shiv ✍,Legendary,1,0.21206886299746444,4010.1764290000006,7,0.8908671924887807,0.6596094292057302,1667.271185,2,0.00169,0.07098989999,0.0027899,-0.002683968297591106,15,1,55.8,13002.0
Meta_ZET,ZET 💪❤️,Mythic,2,-0.36333318347654914,1662.0667640000001,7,0.8315779470932938,0.511025499903014,770.486609,1,0.00798,0.10249089999999998,0.00797,0.004274242819976112,13,6,99.2,6842.0
0xTama_,Tama,Epic,0,-0.6358787623510838,181.144292,2,0.8275686467145971,0.6362496953850498,,0,0.006,0.08823100000000002,0.0016,-0.0017926588130152382,8,1,56.5,5336.0
doc_noonoo,doc_noonoo,Epic,0,-0.5288545096588053,207.255983,1,0.7497852880486309,0.9517086257322763,201.265405,0,0.004,0.039577,0.002,-0.001772843360274788,4,2,0.3,5080.0
kaitoxbt,Kaito,Legendary,1,0.2390913368456012,2191.236198,3,0.9744931658412538,0.7599416301544263,1521.189151,0,0.0049,0.06771899999994001,0.0023,-0.0007273407202237289,10,3,61.4,12059.0
BawsaXBT,BAWSA,Legendary,1,0.3710550104111504,4929.004436,8,0.9085048365236984,0.6359750714755985,2275.843347,2,0.005,0.07310000000000001,0.005,-0.0040273556696173414,5,1,58.6,32829.0
heycape_,Cape 👊,Legendary,1,0.4340353052497744,4128.702056,4,0.9539312636037345,0.8015473643422226,2623.224437,0,0.004,0.07950000000000002,0.003,-0.0010176396919637076,12,1,93.6,52959.0
greenytrades,Greeny,Legendary,1,1.8254142208658404,16454.923690999996,10,0.9750245760297958,0.8200683563039626,3776.444449,2,0.0148999999,0.6239,0.02,0.00318664517157964,14,2,0.3,43093.0
whemohere,whemo,Epic,0,0.2814402185705097,2494.0333350000005,6,0.9695953150398139,0.645697293744798,,2,0.003,0.05331199999999999,0.0015,-0.0016846718941466211,4,1,72.6,1204.0
apurvajain24,Apurva Jain,Epic,0,-1.1519515921713246,205.035613,2,0.7623386882581612,0.4173666465031145,152.844016,0,0.001,0.06697789999994,0.002,-0.0003441222849713262,21,1,51.9,8677.0
WithEsibe,Esibe,Mythic,2,0.3848206475455921,2612.2762049999997,7,0.9197670796288407,0.7907245782991728,395.765358,1,0.009799999,0.16453689999999,0.0069,-0.0030719337001959817,24,2,84.7,5859.0
Tuteth_,tut™,Legendary,1,1.218821914784158,10126.569162,9,0.932311532505799,0.8702577178775394,2474.71491,2,0.0069,0.20589000000000002,0.008,-0.0042258031085368785,19,1,92.6,25098.0
FFVV1211,FFV,Legendary,1,0.957186159884504,7461.451865999999,5,0.984639341807814,0.8819187952121486,5832.770132,0,0.00399,0.10758999999999999,0.005,0.0009428664134340493,9,1,74.4,70731.0
waleswoosh,wale.moca 🐳,Legendary,1,1.7601195926506399,15498.440375999999,12,0.9580862632270112,0.7717311086841065,8216.797471,0,0.0477,3.0957978899999996,0.089,-0.026002497216323694,14,7,99.0,172546.0
Aurelius_1988,Aurelius 🐐,Mythic,2,0.5755049001103201,6277.349549999999,9,0.8776466302686323,0.741780528850824,1219.348767,2,0.00478,0.08980770000000002,0.0069,-0.0010760900068367881,10,1,93.1,6316.0
beijingdou,Josh Ong,Mythic,2,3.011335155488285,19691.714547000003,30,0.9405921479919755,0.6590012811048435,2476.502586,10,0.027,2.0663,0.05,-0.0012221024128870623,8,7,96.7,139776.0
Deviled_meggs_,Deviled Meggs,Epic,0,0.15821070572314516,1591.688991,2,0.9711445171582596,0.7883526130516012,1134.108774,0,0.00244,0.03284,0.003,-0.0011169617786552627,8,2,59.8,40410.0
DaSpookyMan,Spooky,Epic,0,-0.4291531365815912,886.4869699999999,2,0.9205403600135129,0.5206939213124042,770.496642,0,0.00537,0.02169,0.0015,0.00016198443372490053,3,1,68.5,7206.0
wilson_,WILSON,Legendary,1,0.1445097330823476,3223.8902199999993,4,0.9727672994303822,0.5920060827122757,1118.93118,1,0.0032,0.06968099999999999,0.01,-0.000747379596080695,4,1,7.2,158394.0
_Craig_,Craig,Epic,0,0.03610073716919987,1552.082358,5,0.9348448564889082,0.6494313150823585,479.282852,2,0.00229,0.07169500000000001,0.0015,0.0023522476842320404,12,1,97.4,22205.0
huseyin1tekin,Sennin,Legendary,1,0.4750953281836945,3088.2768980000005,3,0.9920012381790193,0.8412217701702515,1278.704912,0,0.0039499,0.09988799999999999,0.0069,0.0005867087740915133,13,1,99.2,44231.0
krpisoweb3,krp,Epic,0,-1.053990589994679,365.330696,2,0.748616653322624,0.5142494130873763,337.519213,0,0.005,0.08833800000000001,0.0012,-0.007723538505704698,12,1,26.3,4597.0
molusol,molu,Epic,0,0.015177694080949412,2339.4488069999998,3,0.9215033066347509,0.7182818207609104,2225.250122,0,0.00238,0.0272489,0.0037489,-0.0011235304234668438,6,3,84.9,13644.0
CryptoVonDoom,VonDoom ☕️,Mythic,2,1.488122071673591,9597.036074999998,17,0.9299864381743869,0.7261322342693388,2607.273115,3,0.007,0.5312,0.011,-0.012039241240181551,14,1,80.8,195157.0
ilodiwow,ilodi wow,Legendary,1,0.22198782270509992,2901.500194,4,0.9771964281379015,0.655327342403095,2234.299446,0,0.0055,0.048967000000000004,0.0055,-0.002122941121953641,6,3,91.8,91992.0
hyperstrike,Hyperstrike⚡️,Epic,0,0.21086992264313137,1006.0424899999999,1,0.9602030003903854,0.9325541234146396,999.297769,0,0.00119899,0.07834998999998999,0.00248,-0.001045617040095821,23,3,79.0,5381.0
