xHandle,displayName,tier,cluster,composite_z,totalXeetsExclXeetsgiving,competitiveTournamentCount,avgDifficultyAdjustedPercentile,signalRatioAvg,cryptoCreatorXeets,multiplierBreadth,osFloorCommon,ethSaleVolume,highestSaleCommon,priceTrajectory,saleVelocity30d,ownCardsHeld,deckReachScore,followers
LucBerkefeld,Luc,Epic,0,-0.029406944337416197,526.2235079999999,1,0.8900451731637945,0.9551594482846285,523.531471,0,0.003196,0.043159799900000004,0.0014,-0.0006693973877747433,10,1,70.1,29754.0
ethmaxi,big daddy brando,Legendary,1,-0.1076850094200667,2047.4818119999998,3,0.9483221693769348,0.5780408269810777,1855.279045,0,0.00229,0.11437,0.00448,0.002523300169897958,11,1,4.9,164606.0
Allenbaez126,ALLEN 🐺,Epic,0,-0.9506284626300117,323.975347,2,0.7925214599771666,0.4841531429269367,272.912705,0,0.0012989,0.11240000000000003,0.0019,0.009245195606604646,7,1,39.6,11928.0
SquiddyNFT,"SQUIDDY {✊,🎮}",Epic,0,-0.4483608395170009,1073.124669,4,0.9055422460944882,0.4394741564568307,772.845178,2,0.0014,0.051822999999999994,0.00189,-6.627952840678112e-05,11,1,51.9,16139.0
AzFlin,AzFlin 🌎,Legendary,1,0.6971357859889434,6495.688707,3,0.9810264341810017,0.8464957763822994,5754.19958,0,0.0025,0.040142460000000005,0.0032,-0.0010098171557392712,6,1,17.4,29447.0
juaneth77,Juan.eth,Epic,0,-0.9796553087970934,50.09019599999999,0,,,,0,0.0018,0.020999999999999998,0.0015,-0.0004233328987673931,6,1,0.3,2740.0
GemsScope,GemsScope,Epic,0,0.11686090109362825,2735.477051,2,0.9514446715816334,0.7446321978644086,2633.86865,0,0.0012,0.025399999999989997,0.003,-0.00032797583121523454,8,2,27.9,172494.0
alphabatcher,Alpha Batcher,Legendary,1,0.30138447412911296,3052.81847,5,0.8919758952526708,0.8681102836977264,2014.523609,0,0.004,0.06609799999998002,0.00199,0.0003792010057598784,16,1,0.3,51862.0
666Sixpaths,Sixpaths🐸,Epic,0,-1.7193147053807154,52.483119,1,0.6283227895096379,0.3867526143982164,,0,0.00094999,0.04558999999998001,0.0019,-0.0005109358584603006,10,1,15.3,3667.0
raidenkrn,Raiden,Epic,0,0.031106307003764766,721.5324469999999,1,0.9271540906809437,0.8975830910405581,721.440207,0,0.002,0.058459,0.005,-0.010666969385324597,8,5,99.5,41043.0
YatMuseum,✨ 🐐 ✨,Epic,0,-1.642220194052122,68.786296,1,0.8034690665003416,0.011228233036770313,,0,0.00119987,0.17495999999991999,0.009,-0.000658762945816421,31,0,,24824.0
HarrietPJones,🜲 Harriet,Mythic,2,0.8333657211114596,12746.335169999998,8,0.911265440701073,0.5447895913007667,2194.982189,1,0.0169,0.22929999999999998,0.015,-0.006622953016010036,16,11,94.9,6814.0
auntiepaca,Lil Auntie 🌮,Epic,0,-0.40782664630387994,437.52523099999996,3,0.8409311679023735,0.7096059180739648,192.480312,0,0.0035,0.06769,0.0035,-0.0001949137811926948,11,1,73.4,31920.0
youfadedwealth,Faded 🦇,Epic,0,0.09058012631117035,1734.263203,4,0.9516854633136275,0.6850165520507707,932.525357,0,0.0021,0.10670000000000002,0.004,0.004392518851675081,6,1,9.7,49551.0
jowenNFT,Jowen.eth 🔸,Epic,0,-1.091769966278225,170.142227,2,0.7584170354173758,0.47300750891038534,107.926442,0,0.0027999,0.046098999999989995,0.002899,-0.0018695459123947618,12,1,19.2,8890.0
CryptoGorilla,Gorilla,Legendary,1,0.5439479724411198,7907.520313,4,0.9019324129839936,0.8055376441430393,7389.636118,0,0.01,0.319,0.007,0.006722695336973909,6,1,32.2,167380.0
GaspodeWD,GaspodeWD 🎮🎙️📽️,Epic,0,-1.255788517324264,125.754764,2,0.7117823944533227,0.4700181094537891,63.94576,0,0.00197,0.055029988999999994,0.0013,0.0007121928620720255,5,1,0.3,12483.0
thegreatola,Ola Ξlixir,Legendary,1,0.22863594239222393,1997.425279,4,0.9797298496272424,0.7029002994416217,931.358186,0,0.005,0.13867999999999997,0.0069,0.0025523087023937114,6,1,44.8,106111.0
shredder_tegg,SHREDDER,Epic,0,-0.34351647832937954,1609.4631339999999,2,0.9378366966945022,0.5017342367976754,1486.098913,0,0.0039,0.033588,0.002,-0.0003515059758918482,9,1,82.6,13797.0
imho_nft,imho,Epic,0,-0.718778592307273,232.679969,2,0.7261104561953218,0.8224601553419739,191.612551,0,0.001249,0.031726987000000005,0.0021,0.000376921549984471,10,1,9.0,5032.0
degenBRO__,degenBRO,Epic,0,-0.012297405282180034,2118.059576,2,0.9648219195293324,0.6504820896366427,1927.295809,0,0.0019897,0.10866699999999,0.0022,-0.004321957322883969,24,0,11.5,37058.0
IbraTheDabra,Ibracadabra,Epic,0,-0.34785892218809333,690.9415660000001,2,0.9045431070273426,0.6302262057350883,589.826395,0,0.0020399,0.0503699,0.002,-0.001097006261557701,12,1,53.2,25877.0
CryptoeJammin,Cryptoe Jammin,Epic,0,-0.8957716248278101,169.15105699999998,3,0.6655387457541814,0.7983260729379174,80.040964,1,0.002,0.062273900000000014,0.003,-0.002336731259242545,14,1,43.5,6575.0
shannholmberg,Shann³,Epic,0,0.09931321415107969,890.368734,2,0.9292267869745903,0.8863405708344845,545.441647,0,0.003289,0.033580000000000006,0.0012,-0.0010862821433061255,5,1,51.9,20215.0
Just_Jibon,Nazrul Islam Jibon,Epic,0,-1.609488308517733,64.571303,1,0.8066470640648669,0.027618162433150434,,0,0.0012,0.027290000000000002,0.0018,0.0002324515616235082,8,1,27.6,8441.0
themansion_eth,Yasmina,Epic,0,-0.06504561768824343,2159.391617,4,0.8802476381029126,0.7238167366465165,723.133151,1,0.00277,0.0375,0.0038,-0.0026562620206424248,5,1,34.5,19653.0
Shtihmas11,Shtihmas 🫎 π²,Epic,0,0.008810845766863307,590.994871,1,0.8943505660587809,0.9690598357966251,544.198437,0,0.001188999,0.09044899999999002,0.0022,0.006136628028650462,20,0,15.3,10093.0
N3XTTT,N3XT,Epic,0,-0.529865475228032,161.217915,2,0.7481766524764685,0.9104390231110789,95.324646,0,0.00339999999996,0.09114899000009,0.0014,0.015192696485045471,11,1,85.7,16943.0
MasterChiefNFTs,MasterChief 🩸,Epic,0,-0.6414587237837172,412.622854,2,0.850020203030305,0.5643650390722577,345.426987,0,0.0026,0.061480000000000014,0.0027,-0.0013719102788679975,7,1,68.0,32671.0
thekuchh,kuch (vibecoding arc),Epic,0,-0.15041880675771743,902.1871970000001,3,0.9276804735894658,0.6595329586064541,602.776424,0,0.0012,0.055551,0.00179,-0.00016955798576323976,12,1,14.8,49229.0
threadoor,threadoor,Epic,0,0.02470232720871829,1409.7730600000002,4,0.8482444284644297,0.9089352833502032,802.004796,0,0.002,0.05245689,0.00199999,-0.00039529862109105677,7,2,5.6,16902.0
pgreyy,pg,Epic,0,0.26269804627616244,1665.1781099999996,3,0.9581257368587236,0.84600471701486,613.46434,0,0.0022,0.05155599999997,0.0021,-0.00039216705817351295,14,1,21.2,8295.0
_yourbros,bros / bad actor,Epic,0,-0.4706811232627581,732.4013040000001,2,0.9021801751328153,0.5437993067958332,647.316397,0,0.004,0.05629899999999999,0.002499,-0.00047942389436808174,7,9,49.6,21038.0
GrafinkaVi,Vi,Epic,0,-0.987055787129089,0.0,0,,,,0,0.001999,0.1048195,0.0016,-0.001442903326436741,14,1,86.4,1500.0
onchainmo,moritz,Epic,0,-0.5116572479891821,896.679665,2,0.8950748195883282,0.5223715248998142,823.019605,0,0.003999,0.09159999,0.007,0.0006414033792321675,5,1,32.7,43450.0
jeg6322,EWL,Epic,0,0.08307243291644456,1420.657238,2,0.956328698068009,0.7790223403391152,1254.216052,0,0.009899899,0.04798999999996,0.0022,-0.0008901553811297936,15,1,0.3,11501.0
0xbeiu,Beiu,Epic,0,-0.10423329634205603,113.73584799999999,1,0.9089370043660341,0.8761542525975788,,0,0.003,0.065889,0.0024,0.0010328075624757614,16,1,3.3,2519.0
thelearningpill,The Learning Pill 💊,Legendary,1,0.2504462012453802,2228.212556,4,0.9313293850552846,0.8255302560757435,2010.287901,0,0.006,0.05939,0.002,-0.0012553321292749448,10,1,0.3,23305.0
HollanderAdam,Adam Hollander,Legendary,1,-0.15299187585190538,3607.088683,2,0.9331272431934163,0.5448039911014357,3538.284057,0,0.0094,0.14909999999999998,0.012,0.0023830255480546355,7,1,90.5,86975.0
tictacmagic_,Tictacmagic,Epic,0,-0.04919915409640163,2210.0270750000004,10,0.8508554570679548,0.5231545386793809,285.542344,1,0.0012,0.02696,0.004,-0.0012444171999184245,5,1,16.6,5359.0
henwyeth,Henwy,Epic,0,-0.3440580470698838,1663.550481,5,0.8578434842372544,0.5543761715458945,1252.604541,1,0.00099999999999,0.028274,0.001875,-0.00027133756375461034,9,1,0.3,4676.0
bull_boiy,bull🪴,Epic,0,-0.9478795083645606,25.579515999999998,1,0.6563604502658231,0.884469222732701,,0,0.0026,0.042438000000000003,0.0023,0.0007970505726237385,5,1,14.1,821.0
thegaboeth,THΞGABO🍌,Legendary,1,0.25417466483715184,1857.317012,2,0.9770714088980086,0.8297032670199667,1479.997606,0,0.0169,0.603086,0.014,0.003361723504371226,7,4,93.1,91444.0
DonPudgy,Don,Epic,0,0.12243483566871413,2728.842265,6,0.8891252077494332,0.7145565602661429,1811.912036,0,0.00447,0.059849,0.0018,-0.00016616452314705977,9,1,95.1,7293.0
KaruptKP,KaruptKP,Mythic,2,0.16620687498540485,4531.182775,9,0.8543483809726666,0.5937336272763046,1247.128637,2,0.003,0.12160000000000001,0.0035,0.001003956185668417,13,1,98.5,5747.0
brave_raf,Dr Rafa,Epic,0,0.03245003923278013,1016.6290079999999,3,0.9296188047940411,0.7825658483831864,376.25341,0,0.0013,0.10420000000000001,0.0024,0.004190807461737516,8,2,28.1,10409.0
hannahhughes,Hannah Hughes,Epic,0,-0.36220201167941923,266.69241,1,0.7904745970665328,0.9704482853486532,266.69241,0,0.004879,0.066788,0.005,-0.0004940428562364112,3,1,70.6,29350.0
katexbt,katexbt.hl,Legendary,1,0.7917994013348517,4992.853061,4,0.9895040450478657,0.9293613251088306,3257.38802,0,0.004999999,0.096699,0.004,-0.015432728176015854,2,2,44.2,29110.0
twenty3ry,Twenty3ry,Epic,0,-0.28534770890088373,440.64524400000005,3,0.8787809706397162,0.7060150003521789,,0,0.00119699,0.0969289,0.0016,-0.0014635795004389592,10,1,24.6,906.0
EricCLFung,EricF,Mythic,2,1.303870731571391,7153.421015999998,19,0.8792953046990517,0.7542115616099265,2010.614482,5,0.002,0.17859899,0.01,-0.0005645563274972572,6,1,65.7,19829.0
bigZUKO_,mayowa 🍀,Epic,0,0.0764751676962105,1850.349234,2,0.9611011004080992,0.7391812905669288,1669.974312,0,0.001,0.07516990000000001,0.008,-0.0003701775784840875,15,1,57.0,9127.0
PlatyMama_,🥚PlatyMama,Epic,0,-0.4267405905150935,595.5632459999999,3,0.8285950865330826,0.7175579712744389,372.947305,0,0.0049,0.076126,0.0045,-0.007832210912186496,9,3,91.0,14635.0
queenmoon1337,MOON (power up/arc),Epic,0,-1.0619042005862809,198.10630099999997,2,0.7783496378518677,0.4443128833594245,128.349484,0,0.00149999999997,0.03428,0.00199,-0.0007871245190588656,14,1,58.8,19656.0
Dbiljonaire,DB,Epic,0,-0.6640692727579603,941.6768870000001,5,0.781624793011084,0.5465769935091448,284.63629,0,0.0013,0.05991200000000001,0.0015,-0.0022184247087878224,11,1,66.0,5760.0
senzer,Senzer,Epic,0,-0.987055787129089,0.0,0,,,,0,0.00299,0.04872800000000001,0.0016,-0.00024691068082246213,10,1,9.5,5119.0
Potterplays1,Potter🧙‍♂️,Epic,0,-0.6279750347837982,615.795605,3,0.8739350272254797,0.457399120449595,476.516858,0,0.0041,0.04928899999995,0.0025,-0.0014523744434292156,15,1,7.2,20669.0
UxGsol,UxG,Epic,0,0.2768163957183334,2506.826089,4,0.9783629409444283,0.7139958237775137,980.251958,0,0.004,0.0386933999,0.0022,0.0003955032327089802,9,2,79.8,89844.0
GeoOnchain,AG,Epic,0,0.3409333750779886,2383.3279070000003,5,0.9433372262568323,0.806900549200557,925.96774,0,0.00229,0.06078899999999999,0.00175,-0.0007951546663618003,18,1,14.3,18315.0
Y4NGO,YANGO,Epic,0,-0.5082152500336,357.435427,4,0.8522176614121625,0.5656174118785147,119.183045,1,0.0012,0.053312889999999995,0.004,7.396204246333053e-05,17,1,22.0,15116.0
InfinityGlock99,InfinityGlock,Epic,0,-1.032746242729421,250.516206,2,0.7846443721793482,0.44734682583454644,185.587421,0,0.0011999,0.083657,0.005,0.005646730786018964,13,1,47.6,10422.0
Abstract_Hzn,Abstract Horizon,Epic,0,0.3141451707224555,1483.9848229999998,2,0.9589031583552245,0.9385780556997334,726.424011,0,0.00399,0.049802,0.0059,3.3650592211735134e-05,8,1,24.0,8815.0
cryptodaaddy,Crypto Daddy ֎,Epic,0,0.17292203940726092,2064.58674,9,0.9177744696209219,0.5760439670757743,1085.50838,1,0.0038,0.049428,0.003888,-0.0007586009075083331,7,1,26.3,24193.0
flb_xyz,FLB,Mythic,2,0.829267321127823,5561.807204000001,10,0.9404844197333828,0.7648000227278275,2010.483282,3,0.00299,0.06523989999999,0.0095,-0.0022418488787965822,12,1,0.3,17714.0
0xChvd,Jay,Epic,0,-0.15447940469947408,1288.541866,2,0.8405397398200125,0.8971271487275571,,0,0.0011998697,0.055240000000000004,0.0018,-8.76485296419232e-05,7,1,37.1,1099.0
connetwitheasy,𝐞𝐢𝐳𝐳𝐢𝐞🍡,Epic,0,0.17274634748305806,1354.321058,2,0.9532145254125488,0.8559883075079233,684.79451,0,0.0012,0.04301400000000001,0.001983,-0.0004812743652249383,10,1,18.9,2543.0
AdrewXvii,ADREW from XVII.,Epic,0,-0.7756129927258758,238.145898,2,0.7616376612690068,0.6930658474717942,62.972888,0,0.0014,0.056888879999999996,0.00165,-0.0017797371193337577,10,1,31.5,8533.0
MINHxDYNASTY,۟,Legendary,1,0.2519012874277452,6051.303766999999,4,0.9052203734252049,0.6839211897158368,5859.320078,0,0.012,0.4070000000000001,0.0069,-0.019986579238709404,5,1,43.2,71170.0
SHADOW_NFT15,SHΔDOW,Legendary,1,0.6236778607856288,2626.343667,8,0.9163231008703425,0.9264850584267434,1503.247522,0,0.0017,0.086447,0.0024,-0.000236850708697618,10,1,64.5,26649.0
Sk0rpETH,Sk0rp.eth,Epic,0,-1.224054585924162,123.51609300000001,2,0.7105181398853118,0.4965046846178086,61.543297,0,0.001997,0.10934200000000002,0.0013,0.00031077170201182036,5,1,0.3,3258.0
viiibe,viiibe,Legendary,1,0.4928034618892934,3127.2212310000004,6,0.9805750236442385,0.7392740388895856,814.759566,1,0.005,0.113,0.0032,-0.0008395757120533266,4,1,85.2,18637.0
ghostdotxyz,Ghost,Epic,0,-0.31776829268870144,989.4734579999999,2,0.9136826117828004,0.6136183840215726,915.188468,0,0.00233,0.04912899999998001,0.0018,-0.00022482012887372767,9,1,42.2,7138.0
fimmonaci,fimmonaci,Epic,0,-0.2894898255295427,972.1328149999999,2,0.9181468511371069,0.624289353931317,889.148375,0,0.00218,0.06727999999999998,0.007,-0.0007982214309169418,13,2,13.0,13240.0
evans1vn,evans,Epic,0,-1.105454811861155,198.023548,2,0.7727533236709216,0.4261809023183539,138.879694,0,0.0013,0.037300000000000014,0.004,-0.00039162717317789387,9,1,73.9,60341.0
maskjiro,MaskJiro🫎,Epic,0,0.6217304688870894,4329.384423,8,0.9301144599877671,0.798924029643996,951.448555,1,0.00249,0.0584397,0.0014,-0.00010532107121364412,10,1,95.7,5146.0
PhinTotten,Phin,Legendary,1,0.49345735484251996,4045.715388,4,0.9597131007658826,0.8353491781117481,3288.056055,0,0.002329,0.11320000000000001,0.0048,-0.001316375404960954,5,3,31.5,29676.0
vohvohh,voh,Legendary,1,0.17373135757996538,4252.992523,4,0.8909890324758382,0.7590154998474045,2640.091239,0,0.0055,0.66627999999999,0.014,-0.005066634540054884,11,1,0.3,116488.0
Nadir_Nfts,NADIR || Community Builder,Epic,0,-0.6836635020301349,405.001469,2,0.8543023693848983,0.5233107917183076,322.267702,0,0.00489,0.060758999999999994,0.002,-0.0012297080975675093,8,1,14.1,10086.0
SHL_eth,SHL,Epic,0,0.3544270962561712,1510.0068860000001,1,0.9860911270983214,0.9467421628378003,1506.054832,0,0.0074,0.03669,0.003,-0.0017800138584163452,4,1,54.7,7264.0
MookieNFT,Mookie,Legendary,1,0.10071096739706445,2492.07849,5,0.8853986160555831,0.7676080777683452,1741.223699,1,0.005,0.04249900000000001,0.0021,-0.0004220640678229166,6,2,66.5,150737.0
Jakeronthia_,Jake,Epic,0,-0.14763119442157724,648.336091,2,0.9075333691881031,0.7718905777530085,455.909434,0,0.006,0.0452749,0.009,-0.0002250184008037036,7,1,10.5,12451.0
icobeast,IcoBeast.eth🦇🔊,Legendary,1,0.9132728280565409,10629.545276,7,0.9129971470767971,0.7606422553827886,8547.887547,0,0.0199,2.14892999998998,0.06,-0.024656289459854524,5,1,65.2,68934.0
Sanza,Sanza,Epic,0,-0.07794613250271523,1358.797924,3,0.9401078983556449,0.6573307551647654,1123.051667,0,0.00199,0.032236,0.0024,-0.0005266575340943079,13,1,63.2,35373.0
shotguncaio,shotgun,Legendary,1,0.4793169722300725,4116.928066000001,5,0.9695262392820618,0.7499966506749154,2023.747254,0,0.004,0.058888999999980006,0.003,-0.0006117357068872091,9,1,15.1,40676.0
0xMelkoreth,Melkor.eth,Epic,0,0.07158723747533902,2564.1615279999996,7,0.8887062302961297,0.6402623906261277,1061.541444,2,0.0012,0.05438890000000001,0.0015,7.558203638404532e-05,10,1,35.5,20834.0
MatDefies,Mat,Epic,0,-1.3960834103918582,114.02355299999999,2,0.6777423076240958,0.451642476840494,63.272399,0,0.0018,0.024179999999999997,0.0018,0.00046052087198869584,6,1,63.7,24530.0
PoyoEB,Poyo,Epic,0,0.2830206317704961,1382.753815,2,0.9400889018803669,0.96756336915422,1285.074455,0,0.00277,0.053589000000000005,0.0027,0.00047678805429047534,6,1,8.4,41898.0
_matisei,Mati,Epic,0,0.23721301170838152,1552.546132,3,0.9609602633655802,0.826449717996896,909.518486,0,0.0029489,0.04941189000000001,0.003,-6.621927976736896e-06,5,1,66.8,7526.0
thebbz,thebbz 👷🏼‍♂️,Epic,0,0.228621407748406,1725.470217,4,0.9254483891419103,0.8512278555674346,,0,0.00199,0.031059999999999997,0.0019,0.00020509774368612164,9,1,61.9,1540.0
shivst3r,Shiv,Legendary,1,0.8270761074905901,11707.695404999997,7,0.9052842260887699,0.6581062307463679,5529.480653,0,0.00599,0.133,0.006,-0.004854933239137335,12,1,87.5,51585.0
WEB3Eliza,Eliza,Legendary,1,0.42967017869389057,1786.009056,3,0.9797223541669204,0.9086531711427313,1499.645588,0,0.002,0.07523,0.005,0.002029556456202859,13,1,68.5,88161.0
AshleyDCan,Ashley,Legendary,1,-0.09429307212537462,3774.42895,3,0.9377507947970235,0.5203962015621678,3613.419054,0,0.02,0.08149899999999999,0.0069,-7.8072506828473e-05,3,1,81.3,190710.0
adamagb,Untamed Adam 🐺,Epic,0,0.03518806067355242,2324.724215,5,0.8798018477563238,0.7424312201285745,882.199423,1,0.0016,0.07431699999989999,0.004,-0.0004090739216252594,9,1,92.6,9305.0
Scooter_420,scoot,Epic,0,-0.3436992122849432,2035.380714,3,0.850780040699305,0.6458602417519715,1784.530237,0,0.00154,0.06631800000000002,0.0016,-0.001427946625240742,10,1,68.5,49322.0
T_A_K_E_N_1,Taken🎒,Epic,0,-0.31275022300294625,756.457438,4,0.8846623999715335,0.607382471308747,504.9553,0,0.0016,0.031529,0.00158,-0.0010801980740630978,7,1,8.2,11619.0
RajPatel,Raj,Legendary,1,0.9541442114627952,7811.977293999999,9,0.9470944960182391,0.7652123765870955,2627.74558,0,0.0099,0.06419,0.01,-0.0004909651078256538,7,1,96.7,10248.0
monitalan,MonicaTalan,Legendary,1,0.8441882733253092,5275.428455,8,0.9873447884417388,0.7698466620309514,2102.415708,2,0.009,0.07652344,0.006,0.00472114322316563,8,1,98.5,13564.0
THE_INKSOMNIA,Seinde,Epic,0,-0.508837306903436,229.0351,3,0.7203828924557233,0.9436121617668305,84.359988,0,0.001199,0.044567999999999997,0.00139,-0.0006240008602059275,10,1,26.6,10637.0
davidonchainx,david 🔛⛓️,Legendary,1,0.3949924683104459,2741.1970180000003,2,0.9898200231581642,0.8536628809492919,2056.472106,0,0.0042,0.0553184999,0.004989,-0.0024060403276406285,6,1,76.5,17088.0
bored_vic,Bored Vic,Mythic,2,0.03628159106391343,3922.584839000001,13,0.8359891119335399,0.3887431100023212,602.920018,4,0.0025989,0.0262,0.0015,-0.0014963285214381983,7,1,8.4,3830.0
KalkixWeb3,Kalki,Epic,0,-0.4020054817394488,283.501336,2,0.8789578517895551,0.6755842812172326,,0,0.00174,0.038873000000000005,0.0043,-0.0008475287066045113,7,1,12.5,842.0
Oxxyy13,Oxxyy,Epic,0,-0.26230067307035515,900.397707,5,0.8637893993489509,0.6409579818586638,431.576331,0,0.00139,0.09761700000000001,0.002988,-0.0020845418627316106,13,1,10.2,6616.0
loshmi,Loshmi,Legendary,1,0.17967320167638515,3319.3632900000002,3,0.9256641388294526,0.7755325217036225,2776.15248,0,0.0049,0.16507000000000002,0.008,-0.0034146788990472706,7,1,80.3,40298.0
merheb,merheb (streamer arc),Mythic,2,0.39509374923754814,2731.31655,7,0.9122044194586242,0.8104245976750554,758.860598,2,0.006,0.053200000000000004,0.00689,0.0022713734733921533,10,1,86.7,7380.0
AndrewAsksHow,Andrew Forte,Legendary,1,0.24593690931878767,1847.08743,6,0.9068203049900377,0.8092257976895803,1280.405571,0,0.002499,0.0804,0.003,-0.0035456114738452397,8,1,84.4,38416.0
3liXBT,"3lixbt (🗣️,🤝)",Epic,0,-0.2136617323577344,2314.801644,3,0.924038644770144,0.5456907190956672,2171.433817,0,0.001,0.08506888899,0.005,2.72793318695739e-05,12,0,25.1,16590.0
zacxbt,zac.eth 🧙🏻‍♂️♦️,Legendary,1,-0.2862435420667456,1903.7808690000002,3,0.9374063704119834,0.4818487672180794,1758.051463,0,0.008899999,0.23708,0.00798,-0.0055406586547880055,8,1,30.4,49969.0
BlueTigerX_,BlueTiger,Epic,0,-0.4046744227517607,1235.406185,4,0.8630807322564864,0.5672232044888496,861.297835,0,0.01,0.04172000000000001,0.003,-0.000815009493862873,9,1,61.4,21902.0
Sinsonx,Sins,Epic,0,-0.4288774703499123,1429.53603,3,0.8628839398765226,0.5864449425544642,1350.461895,0,0.00149,0.05813673803000001,0.0015,-0.0008731440693743446,12,1,53.7,9029.0
PenguinWeb3,Penguin,Epic,0,0.1910243953629972,2223.2514969999997,3,0.9657869757849621,0.7444179493154827,1821.361615,0,0.0025,0.052780999999999995,0.0015,-0.002014846663553354,8,2,35.3,19935.0
IdMintThat,Mick ➡️ ETH Denver ✈️,Epic,0,0.07891726995962584,2075.680851,5,0.9307883494494291,0.6624484682951813,1762.20697,1,0.001,0.05067,0.0045,-0.00014720449444606865,9,1,84.1,23942.0
m00des,andrazmode,Epic,0,0.39807028903283104,2892.594936,5,0.9484700498739731,0.8085667476452558,1419.342856,0,0.002,0.0702693,0.002,-0.003467116064846295,8,1,95.1,8145.0
HelloBenWhite,Benjamin,Epic,0,0.31086261916987923,2276.412734,4,0.9268947577438316,0.8781080215141476,1945.018384,0,0.001198,0.22148698,0.0015,-0.004989119533766892,20,1,49.9,21583.0
BuzzMalx,Buzz,Epic,0,-0.7915196720314351,164.348783,1,0.717037532764486,0.8421713677715945,156.913962,0,0.0017,0.039649000000000004,0.0015,-0.0007442880372932909,7,1,52.4,6927.0
ryannnsmit,Ryan,Epic,0,-0.9472784493768065,233.04323,2,0.7835591350496187,0.5135913928730869,111.94535,0,0.006199999,0.06386999999999998,0.0014,-0.0002521263839597774,4,1,16.4,11886.0
D3TRIOTT,"DΞTRIOT | DGC 2.0🔺,♟️",Epic,0,0.2767936542294989,2267.371469,5,0.8960402688509348,0.8826027223355146,678.179291,0,0.00119699,0.03819000000000001,0.0015,-8.751713940464005e-05,8,1,76.7,9570.0
Crypto_Zh0u,Zh0u,Legendary,1,0.8873650840498631,6261.868103999999,4,0.9981941766558853,0.9093048156585379,2080.949545,0,0.00379,0.047274000000000004,0.004,-0.0015108375276933436,9,2,78.5,8932.0
kaitodan,kaito dan,Epic,0,0.23301615552781568,1747.9932450000001,4,0.9456402924359602,0.8035253278404353,901.989856,0,0.001197,0.039786999,0.0018,0.0006320167433944707,9,1,49.9,11884.0
FourVork,Praetor,Epic,0,0.11055364384142802,1656.915792,2,0.9707927216099348,0.7507666625255234,925.898251,0,0.0013,0.058429,0.0014,-0.0014512717169514805,9,1,30.2,6678.0
juliadziesinska,Julia,Legendary,1,0.31266901706036043,1083.41284,3,0.961013742690246,0.9070034401265993,834.54349,0,0.00413,0.10597999999999,0.0034,-2.415884987080007e-05,12,1,80.3,48713.0
Hydraze420,Hydraze 🏴‍☠️,Legendary,1,0.9346025625935133,7324.343032999999,10,0.9658802967691809,0.6840656777739207,2789.320437,2,0.007,0.3593,0.009,-0.002543326766327901,10,1,75.7,131460.0
weston_union,Weston Union,Epic,0,0.3838881142910353,2211.737823,5,0.9064096956912711,0.9385637034685008,1109.369724,0,0.0022,0.159858,0.0029,-0.001209337085563866,16,1,31.5,2724.0
ChrisJourdan,Captain Zwingli 🍌🎙️,Legendary,1,0.2106909792509442,2376.5169530000003,6,0.8912190649368775,0.7931443644919903,1897.076287,0,0.005,0.055847,0.0069,-7.47917139380401e-05,3,2,63.2,40539.0
EscanorDz100,ESCANOR ⨀⚡️,Epic,0,-0.6157313090464616,881.90431,4,0.8011657107923469,0.5841120147350851,69.783995,2,0.0015,0.03549,0.0015,-0.0002551986989611482,8,1,18.7,2872.0
yulikay,Yuli Kay,Epic,0,-0.8055928160538433,539.78142,3,0.857231196107052,0.3724801229384364,450.937957,0,0.0017999,0.119472899,0.008,-0.0013757622675351071,8,1,79.5,13754.0
Crypto_bn,Crypto 🔶 ₿N,Legendary,1,0.4376920026952333,2079.4509129999997,1,0.9950253750487982,0.9549390736220771,2075.355114,0,0.00134,0.0727619,0.0023,-0.0023021867696852113,14,1,81.6,35645.0
SHWEPPS_,SHWEPPS,Epic,0,-1.2408775696913654,170.72711300000003,3,0.7212025384893602,0.40834100464602946,,0,0.001,0.055910980000000006,0.00179898,-6.550929162514437e-05,15,0,,2042.0
ZhugeLyang,LuBu (privacy szn),Epic,0,0.5818107013649733,2386.409013,4,0.9873119119192302,0.9219731547799209,1708.504833,0,0.0012,0.05419499999999999,0.0016,-0.0010489141070416928,18,3,82.9,6288.0
mayamaster,ɱɑყɑɱɑεʂƚɾ,Epic,0,-1.4818638697839526,75.798614,1,0.8261605631292881,0.07249478619046096,,0,0.00198989,0.04694999999999,0.0025,-0.0016354122426218965,14,1,80.6,16458.0
SirJoey,Sir Joey,Epic,0,0.39650137698326193,2350.560465,2,0.9863130078668955,0.884546481860077,1791.917381,0,0.00129999999999,0.04798499999999,0.0015,0.006545549271408538,11,4,94.9,11122.0
JefferyCrypt,JΞFF🧸,Epic,0,0.19485276847446645,1210.0948939999998,1,0.9629022363504545,0.9031276789851869,1033.863966,0,0.0014,0.038489999999999996,0.0013,-0.0006322733136460413,3,2,91.8,40582.0
parcifap,Parci,Epic,0,0.6051059825158531,3506.486642,5,0.9827556702797595,0.8426479638984385,898.959672,0,0.001599,0.107079,0.0015,-0.0010210419722676233,8,1,80.6,25962.0
AnnieNFTT,AnnieNFTT,Epic,0,-0.13660382365133938,1113.126385,6,0.8983111747120569,0.5895904240202444,707.710906,1,0.001095,0.049780000000000005,0.0029,-0.002772589827483544,8,1,79.3,7944.0
