rank,xHandle,displayName,tier,compositeScore,dim_performance,dim_market,dim_engagement,dim_reach,totalXeetsExclXeetsgiving,competitiveTournamentCount,avgDifficultyAdjustedPercentile,signalRatioAvg,multiplierBreadth,cryptoCreatorRank,cryptoCreatorXeets,osFloorCommon,osFloorRare,ethSaleVolume,highestSaleCommon,highestSaleRare,priceTrajectory,rarityPremiumRatio,saleVelocity30d,ownCardsHeld,deckReachScore,followers,nicheDiversity,bestRank,totalSupply,uniqueCollectors,collectorDensity
238,threadoor,threadoor,Rare,43.738259884120495,46.94074298405007,36.36732754874119,38.28418674348907,54.75528969744908,1409.7730600000002,4,0.8482444284644297,0.9089352833502032,0,5463.0,802.004796,0.002,0.01,0.05245689,0.00199999,0.005149,-0.00039529862109105677,5.0,7,2,5.6,16902.0,3,56.0,81,78,0.963
239,onchainmo,moritz,Rare,43.70308938031727,30.58515041389057,64.03260728080033,34.483173802941245,57.094950893151406,896.679665,2,0.8950748195883282,0.5223715248998142,0,5239.0,823.019605,0.003999,0.018,0.09159999,0.007,0.02,0.0006414033792321675,4.50112528132033,5,1,32.7,43450.0,2,5098.0,63,56,0.8889
240,mhknft,mhk 發,Rare,43.6781286519675,31.37517666060973,48.00937507201676,48.75851474107288,62.49340847669897,677.391769,2,0.9106382896890186,0.5908185950527507,0,11470.0,452.449542,0.00129,0.048,0.14772888,0.0069,0.0069,-0.010175711271233472,37.2093023255814,8,2,63.4,92085.0,2,1710.0,90,80,0.8889
241,ToriRibolla,Tori,Rare,43.62564499043577,53.55057540884314,31.036076760769195,52.35420974374462,26.50369125304858,1782.235828,4,0.8919883895214618,0.9058953065168349,0,1385.0,1458.158759,0.0014,0.03,0.04193299999999999,0.0025,0.0055,-0.0011355362652390986,21.428571428571427,9,1,73.9,6645.0,2,76.0,81,76,0.9383
242,SHL_eth,SHL,Rare,43.52351256347112,49.6699979810216,39.60247737075976,47.35428524963409,28.56024652297146,1510.0068860000001,1,0.9860911270983214,0.9467421628378003,0,1247.0,1506.054832,0.0074,0.01,0.03669,0.003,0.0055,-0.0017800138584163452,1.3513513513513513,4,1,54.7,7264.0,2,1247.0,82,77,0.939
243,thekuchh,kuch (vibecoding arc),Rare,43.50458530869096,42.603169796083186,38.941981691848476,26.200781776363172,76.58443741348626,902.1871970000001,3,0.9276804735894658,0.6595329586064541,0,8350.0,602.776424,0.0012,0.035,0.055551,0.00179,0.0055,-0.00016955798576323976,29.16666666666667,12,1,14.8,49229.0,4,331.0,81,75,0.9259
244,aibra,Aibra,Rare,43.18115297317013,65.34832424793055,19.708827062712416,37.996085310038794,30.102662975413615,2745.1522299999997,5,0.9342751582982347,0.6163391643121574,1,1546.0,1405.550663,0.001197,nan,0.02919,0.0012,0.0036,-0.0008533958533873758,nan,10,1,19.9,7688.0,2,17.0,68,65,0.9559
245,JefferyCrypt,JΞFF🧸,Rare,42.838913197711065,44.749242883101154,17.331930929747127,68.38476058824897,46.19520796256015,1210.0948939999998,1,0.9629022363504545,0.9031276789851869,0,3326.0,1033.863966,0.0014,0.0224,0.038489999999999996,0.0013,0.007,-0.0006322733136460413,16.0,3,2,91.8,40582.0,1,3326.0,78,73,0.9359
246,SquiddyNFT,"SQUIDDY {✊,🎮}",Rare,42.751437315748966,46.84181304260045,39.44715563969167,37.87270868666218,43.85587634302287,1073.124669,4,0.9055422460944882,0.4394741564568307,2,5814.0,772.845178,0.0014,0.00899999999998,0.051822999999999994,0.00189,0.0069,-6.627952840678112e-05,6.4285714285571425,11,1,51.9,16139.0,2,18.0,68,62,0.9118
247,enftsar,ensar ✳️,Rare,42.72507027172089,41.08429234807188,47.769518646544704,38.213995307018564,44.70783072968163,1574.3260890000001,4,0.8588666094396863,0.47441656504832214,0,6256.0,740.653153,0.00188,0.004147897,0.060926799999990004,0.002,0.0045,-8.190028257251976e-05,2.2063281914893618,12,1,55.5,6513.0,4,57.0,101,95,0.9406
248,0xfs7,FS7 🌊,Rare,42.61435525110524,37.310771249747624,46.17440973432816,53.50869479357851,36.29803572605629,2029.453643,2,0.8445708335763893,0.647478241705033,0,536.0,1993.966059,0.00367,0.007,0.051299,0.005,0.0069,-0.0011137442610927874,1.9073569482288828,7,1,64.7,18049.0,1,536.0,76,68,0.8947
249,CasperOnChain,Casper (Vacay Arc),Rare,42.4608307506522,50.877902281445586,32.56997883537986,35.40155193643566,45.91243161294575,1593.2763400000001,2,0.9657507888369872,0.8370600313679573,0,5140.0,832.397588,0.0015,0.0055,0.03165,0.0017,0.004,0.0007867652859514769,3.6666666666666665,9,1,37.9,17847.0,2,376.0,72,67,0.9306
250,tictacmagic_,Tictacmagic,Rare,42.165147286134264,57.954270139309514,23.763012236184395,22.600962990497877,56.81662382176521,2210.0270750000004,10,0.8508554570679548,0.5231545386793809,1,17777.0,285.542344,0.0012,0.01,0.02696,0.004,0.0031,-0.0012444171999184245,8.333333333333334,5,1,16.6,5359.0,7,30.0,88,84,0.9545
251,fimmonaci,fimmonaci,Rare,41.99516076385468,35.79128810821724,58.73632692438422,41.70173431219943,31.028112846878912,972.1328149999999,2,0.9181468511371069,0.624289353931317,0,4545.0,889.148375,0.00218,0.015,0.06727999999999998,0.007,0.0055,-0.0007982214309169418,6.880733944954128,13,2,13.0,13240.0,1,3805.0,62,57,0.9194
252,Napoleecrypt,Napolee,Rare,41.56026416103251,52.06314354936402,25.78773680298713,44.83404967125898,35.47508404192209,1295.41038,5,0.9202089042372403,0.7230226229185279,0,3983.0,947.792165,0.003,0.00489999999998,0.03558899,0.0014,0.00379999,-0.0010596933472554924,1.6333333333266666,6,1,66.8,6255.0,3,20.0,85,74,0.8706
253,yonann,Yonan,Rare,41.35928095290714,34.118110236220474,46.7384181302776,50.076725599981415,40.08058137235515,861.744769,4,0.8221822377881218,0.5531496117602979,0,6095.0,752.569879,0.003,nan,0.04893900000000002,0.0029,0.003,0.011716099047557502,nan,5,1,87.2,4997.0,4,341.0,76,74,0.9737
254,VideHaldorsson,Vide Haldorsson,Rare,41.23142404364513,36.16585907530789,47.21230229137369,51.770549218223636,30.71929998022543,747.691793,1,0.928236015838492,0.8804615173544329,0,6434.0,727.950264,0.00119,0.1,0.0713999,0.0024,0.005,0.00038714212967281707,84.03361344537815,11,1,92.3,4227.0,3,6434.0,89,79,0.8876
255,thebbz,thebbz 👷🏼‍♂️,Rare,41.21525005838623,55.98899656773673,34.836179000220156,30.212787212787216,27.120328257860393,1725.470217,4,0.9254483891419103,0.8512278555674346,0,nan,nan,0.00199,0.0149,0.031059999999999997,0.0019,0.0039,0.00020509774368612164,7.4874371859296485,9,1,61.9,1540.0,3,29.0,78,73,0.9359
256,auntiepaca,Lil Auntie 🌮,Rare,41.013842689659896,30.224207550979205,60.64800168603736,35.99600980414934,43.75304857952673,437.52523099999996,3,0.8409311679023735,0.7096059180739648,0,22974.0,192.480312,0.0035,0.011,0.06769,0.0035,0.01,-0.0001949137811926948,3.142857142857143,11,1,73.4,31920.0,1,582.0,89,87,0.9775
257,CreateWithTony,Tony,Rare,41.00040407351708,43.402029073288915,47.40226906517834,26.680319680319684,43.0197416122866,478.749202,5,0.8869405922651842,0.5692621228839625,2,nan,nan,0.0017,0.0087,0.07555787,0.002,0.004,-0.000729461681547339,5.117647058823529,12,1,47.8,2203.0,5,90.0,96,87,0.9063
258,Carl_m101,Carl,Rare,40.91401272071824,35.9076317383404,45.26513469263103,44.90101177891876,41.696493309603845,731.5862669999999,1,0.9286487089398249,0.8680033552416038,0,6397.0,731.438236,0.0065,nan,0.030489900000000004,0.002,0.0039999,0.0006402002365945029,nan,7,5,15.6,25602.0,1,6397.0,67,55,0.8209
259,OUchrisNFTs,OUchris,Rare,40.654545691261326,14.48889561881688,74.99284660561405,60.17482517482517,27.172071715773512,83.73940900000001,1,0.884314948468918,0.08129292345706589,0,nan,nan,0.008,nan,0.16788,0.008,0.02,-0.009425464824601121,nan,16,6,93.6,10650.0,1,3895.0,84,78,0.9286
260,SOLHUSTLER,HST 🌋,Rare,40.6517836365097,52.84095497678176,50.3390435421159,22.68031968031968,15.963845494693823,1478.02113,2,0.9900002079063828,0.6469476776867816,1,nan,nan,0.001499,0.0039999,0.10799879989998,0.0027,0.005,-0.0032413026899563964,2.6683789192795198,17,1,30.7,1132.0,2,21.0,86,72,0.8372
261,ItsTymo,ItsTymo,Rare,40.50134761500664,40.25964062184534,38.35503520731238,38.77757126594336,47.02145540834486,768.547652,3,0.8952039010331431,0.8044444216797157,0,10452.0,496.984687,0.001,0.00999999999998,0.07109900000000002,0.00159,0.004849,-0.00010742173266243245,9.99999999998,10,1,69.6,7231.0,4,51.0,87,81,0.931
262,_yourbros,bros / bad actor,Rare,40.428446700067404,30.277861901877653,47.11492125343025,53.44490974142137,38.99726451783007,732.4013040000001,2,0.9021801751328153,0.5437993067958332,0,7629.0,647.316397,0.004,0.0032,0.05629899999999999,0.002499,0.0065,-0.00047942389436808174,0.8,7,9,49.6,21038.0,1,3722.0,86,74,0.8605
263,Y4NGO,YANGO,Rare,40.388081732033704,35.53775489602262,50.13527210067223,21.650796877541065,62.060015819655916,357.435427,4,0.8522176614121625,0.5656174118785147,1,28954.0,119.183045,0.0012,0.00309999999996,0.053312889999999995,0.004,0.0033,7.396204246333053e-05,2.5833333333000006,17,1,22.0,15116.0,4,116.0,83,73,0.8795
264,RealPiffsPeak,PiffsPeak,Rare,40.34070300564138,31.29002624671916,58.564844450791284,44.034744325442006,29.17688352778327,345.501987,4,0.730688206272488,0.5552939622938831,1,34673.0,74.967493,0.0025989999,nan,0.0663439999,0.005,0.0069,-0.0006225947572410551,nan,13,1,93.9,3034.0,3,87.0,101,91,0.901
265,triples_eth,TripleS,Rare,40.27530821482167,42.652130022208766,32.92091242067775,59.28501730827312,20.84816426076066,1434.9458,3,0.847145827254928,0.8642938123446062,0,1831.0,1315.946035,0.00104,0.05,0.033291,0.0045,0.006,-0.00043097790690550786,48.07692307692309,9,2,58.1,4545.0,2,96.0,86,79,0.9186
266,AlphaWolfPRMR,AlphaWolf,Rare,40.20477329114909,58.65631940238238,22.380493542345565,29.225698719884768,35.346549337551906,2353.325455,5,0.8858090094800483,0.6543768695970009,1,2867.0,1105.475106,0.00159,0.02,0.038549,0.001399,0.003,-0.0002369928452936957,12.578616352201257,5,1,4.1,6141.0,3,28.0,87,80,0.9195
267,SwannyNFT,Prince Swanny👑🪖,Rare,40.16844102974755,44.74555824752675,23.63620159096413,51.32395511465279,40.64250873376837,1327.746138,2,0.9558062611658869,0.7139317567450549,0,2628.0,1142.623224,0.0011999,0.0126,0.02499,0.0014,0.00234,4.062070815836268e-05,10.500875072922744,9,3,25.6,12793.0,2,1989.0,73,68,0.9315
268,coinempress,vana,Rare,39.91555142295047,47.462497476277,29.381630401154,56.99397114513394,14.57567068749588,1395.736976,2,0.9589457757504235,0.7833163882069865,0,2334.0,1198.596777,0.003,0.1,0.0303,0.0015,0.005,-0.0003502344432960883,33.333333333333336,6,1,90.0,5896.0,1,1888.0,78,74,0.9487
269,Daco1008,Daco,Rare,39.82133740935872,30.898142539874826,56.34798878034488,31.111005273795975,47.68588095708918,459.79586800000004,3,0.8515678500305385,0.6886394146279925,0,24065.0,174.134221,0.0019,0.019,0.08300978999999,0.003,0.004,-0.000816342537513907,10.0,19,1,56.8,10945.0,3,611.0,83,79,0.9518
270,Oxxyy13,Oxxyy,Rare,39.73159830042846,41.33257621643448,48.25090025444617,21.955538647399113,44.96490013842199,900.397707,5,0.8637893993489509,0.6409579818586638,0,12048.0,431.576331,0.00139,0.00788,0.09761700000000001,0.002988,0.004,-0.0020845418627316106,5.669064748201439,13,1,10.2,6616.0,4,110.0,84,77,0.9167
271,Nick_Researcher,Nick Research,Rare,39.609309003105345,44.06566727236018,23.010976929842368,39.715731942476125,55.24767648803638,1393.575599,2,0.9488189827715481,0.6674041142190928,0,2182.0,1229.314428,0.00999,nan,0.0009,0.0009,nan,nan,nan,0,1,32.7,10498.0,4,2182.0,10,9,0.9
272,yulikay,Yuli Kay,Rare,39.340863282748614,27.379366040783363,55.11585855590874,41.50846827591014,42.05639048184035,539.78142,3,0.857231196107052,0.3724801229384364,0,11517.0,450.937957,0.0017999,0.02,0.119472899,0.008,0.012,-0.0013757622675351071,11.111728429357187,8,1,79.5,13754.0,2,615.0,89,83,0.9326
273,Mide_ox,X,Rare,38.799121158521544,40.3894104583081,44.84510389622719,32.94459029342751,32.28775294970668,854.995494,5,0.8666294621289452,0.6177351965280609,0,10204.0,507.590545,0.0098,nan,0.022799999999999997,0.0125,nan,-0.0023210053314232874,nan,2,1,46.8,8902.0,2,383.0,17,15,0.8824
274,CuzmanovS,Sasha Cuzmanov,Rare,38.737686558112344,48.73536240662225,36.76500228117294,12.758241758241759,50.00428449014567,1256.0633799999998,9,0.8255575426330961,0.32069172393377227,2,nan,nan,0.001,0.00676,0.047571009999990005,0.0024,0.0029,4.853366159970244e-05,6.760000000000001,11,1,0.3,1471.0,7,20.0,56,50,0.8929
275,Jakeronthia_,Jake,Rare,38.57698946458135,34.37578235412881,56.97508498370676,22.72184791952234,40.256904620657835,648.336091,2,0.9075333691881031,0.7718905777530085,0,11385.0,455.909434,0.006,nan,0.0452749,0.009,0.0035,-0.0002250184008037036,nan,7,1,10.5,12451.0,2,1951.0,79,71,0.8987
276,LucBerkefeld,Luc,Rare,38.45641769028097,30.188471633353522,36.19208563268833,39.52530608925958,62.85297607277042,526.2235079999999,1,0.8900451731637945,0.9551594482846285,0,9858.0,523.531471,0.003196,0.1,0.043159799900000004,0.0014,0.004,-0.0006693973877747433,31.289111389236545,10,1,70.1,29754.0,3,9858.0,80,74,0.925
277,MalayAhmad,Ahmad Malay 💎🔊,Rare,38.3959808895189,46.58560468402989,47.879474958614566,2.9435564435564436,48.021059916946804,1921.6059229999998,3,0.8756155326645917,0.7681015091243281,0,nan,nan,0.0015,0.0149,0.06141800000000001,0.002,0.004,-0.0002854953739881704,9.933333333333334,18,0,2.6,2558.0,6,43.0,88,81,0.9205
278,Sinsonx,Sins,Rare,38.20815265073277,37.83797698364627,35.96672844573091,45.80497990381711,32.8018917671874,1429.53603,3,0.8628839398765226,0.5864449425544642,0,1703.0,1350.461895,0.00149,0.0032,0.05813673803000001,0.0015,0.0033,-0.0008731440693743446,2.1476510067114094,12,1,53.7,9029.0,2,303.0,97,85,0.8763
279,connetwitheasy,𝐞𝐢𝐳𝐳𝐢𝐞🍡,Rare,38.190658303858484,47.838431253785586,31.21646468708623,28.701838858815606,36.73867905873047,1354.321058,2,0.9532145254125488,0.8559883075079233,0,7071.0,684.79451,0.0012,0.02,0.04301400000000001,0.001983,0.0033,-0.0004812743652249383,16.666666666666668,10,1,18.9,2543.0,4,495.0,91,83,0.9121
280,N3XTTT,N3XT,Rare,38.18912659883103,22.227993135473447,58.6548572099793,39.604360755523544,44.75561927361413,161.217915,2,0.7481766524764685,0.9104390231110789,0,31795.0,95.324646,0.00339999999996,0.0385,0.09114899000009,0.0014,0.0045,0.015192696485045471,11.323529411897923,11,1,85.7,16943.0,2,5017.0,86,79,0.9186
281,greenknight_sol,GreenKnight (DKS),Rare,38.17952453449191,54.54149000605693,37.458760187973986,20.222678484306392,19.691351921429042,1443.900603,3,0.9402141579616998,0.7531571916091967,1,13004.0,399.767891,0.0043999999,0.00533,0.03739899999999,0.00139999999999,0.005,-0.0006154980702914654,1.2113636638946288,10,1,6.4,3421.0,2,32.0,51,46,0.902
282,Dbiljonaire,DB,Rare,37.990922168234796,36.453210175651115,31.338182766902914,34.87739005180866,57.33076263924593,941.6768870000001,5,0.781624793011084,0.5465769935091448,0,17831.0,284.63629,0.0013,0.035,0.05991200000000001,0.0015,0.0056,-0.0022184247087878224,26.923076923076927,11,1,66.0,5760.0,7,139.0,96,90,0.9375
283,henwyeth,Henwy,Rare,37.879321874486806,50.11190187764991,24.05885077807879,29.328009200102223,39.69497725924461,1663.550481,5,0.8578434842372544,0.5543761715458945,1,2067.0,1252.604541,0.00099999999999,0.01447,0.028274,0.001875,0.003,-0.00027133756375461034,14.470000000144701,9,1,0.3,4676.0,4,62.0,47,41,0.8723
284,0xumutcan,umutcan ✳️,Rare,37.44744522493427,29.367555017161315,42.36832747519623,42.09092070719978,44.60104805220487,594.349291,4,0.7952972481677849,0.4545412480121988,0,13516.0,381.338579,0.0032,0.00309999999989,0.05459,0.0021,0.0095,-0.00030938714508589604,0.968749999965625,6,1,82.4,9808.0,3,546.0,81,77,0.9506
285,hankisinvesting,Henry,Rare,37.33666102535935,44.42085604684029,26.679503547404877,43.36123179146435,28.174642409860915,1327.442072,3,0.9462595482020569,0.43574045692861735,0,2667.0,1136.348747,0.001,0.0055,0.03112,0.0021,0.0033,-0.0005747099325281438,5.5,10,1,54.5,7197.0,2,255.0,75,70,0.9333
286,flyest,IB 💸,Rare,37.01786703903647,31.476731273975368,52.87301834947562,43.37762818576772,16.889295366159118,786.311354,2,0.8190793529303796,0.9169481018135416,0,6180.0,746.318788,0.001289,nan,0.13294000000000006,0.0016,0.004,-6.376409650646831e-05,nan,16,11,6.9,6773.0,1,6180.0,92,75,0.8152
287,xeetdotai,xeet,Rare,36.94202967556103,12.749444780940845,74.7424944907506,26.31668331668332,52.62194318106914,50.16262849305449,1,0.8789984852534973,0.0,0,nan,nan,0.02,nan,0.78739699999,0.04,0.069,-0.01812671656182098,nan,8,1,46.8,95855.0,1,4074.0,66,59,0.8939
288,shannholmberg,Shann³,Rare,36.87829754966657,41.71799919240864,24.04221867349408,34.733173802941245,48.22605629160899,890.368734,2,0.9292267869745903,0.8863405708344845,0,9455.0,545.441647,0.003289,0.00999999999998,0.033580000000000006,0.0012,0.0045,-0.0010862821433061255,3.0404378230404383,5,1,51.9,20215.0,2,1215.0,66,62,0.9394
289,Danny7xEth,danny7x.eth,Rare,36.769140272099406,32.03240460327075,45.52511486443959,28.18681318681319,46.250247182123786,189.145222,3,0.9041111715841582,0.39584113893409345,1,nan,nan,0.01668,0.03,0.017099999999999997,0.0024,0.0024,0.0006562723165052123,1.7985611510791366,3,1,54.5,7034.0,4,147.0,69,62,0.8986
290,MeetAminX,Amin𝕏,Rare,36.70199099789076,45.649404401372905,37.41523523322278,24.79312547917199,27.53196888801002,1197.961337,3,0.9204659289309451,0.7525306714739696,0,4396.0,904.477638,0.00109999,0.017,0.04424000000000001,0.0024,0.0042,-0.0003661138444678914,15.454685951690472,15,1,0.3,6973.0,2,468.0,75,69,0.92
291,Elminselimov5,el1000.mega | ∑:,Rare,36.536990067732276,31.919947506561684,48.654487369303354,33.61832934507353,32.544822358447036,823.845292,3,0.8499713743575752,0.5797282826330573,0,7197.0,675.866945,0.0013,0.02,0.05500200000000001,0.0049,0.005,-0.00047084717422468485,15.384615384615385,15,1,41.9,8935.0,2,974.0,65,60,0.9231
292,FourVork,Praetor,Rare,36.42492797065502,49.894054108621035,28.116216895586053,34.717091048486395,16.63222595741876,1656.915792,2,0.9707927216099348,0.7507666625255234,0,4188.0,925.898251,0.0013,0.0032,0.058429,0.0014,0.012,-0.0014512717169514805,2.4615384615384617,9,1,30.2,6678.0,1,394.0,93,80,0.8602
293,sirceen,ceen,Rare,36.26028797833314,16.155612759943466,61.58932805044131,49.11807378667844,30.5139740293982,266.770866,2,0.7761640139906252,0.4132315210148066,0,21624.0,216.064479,0.003,nan,0.08260100000000001,0.003,0.0055,0.010895838709626671,nan,8,2,73.9,12590.0,1,6952.0,78,75,0.9615
294,IbraTheDabra,Ibracadabra,Rare,36.047342388508085,31.49369069250959,40.16683641164925,35.672014032479154,41.82502801397403,690.9415660000001,2,0.9045431070273426,0.6302262057350883,0,8574.0,589.826395,0.0020399,0.05,0.0503699,0.002,0.0039999,-0.001097006261557701,24.51100544144321,12,1,53.2,25877.0,1,3208.0,94,90,0.9574
295,Potterplays1,Potter🧙‍♂️,Rare,35.98166897183229,29.750858065818694,49.9218130003682,21.54561717352415,48.61166040471953,615.795605,3,0.8739350272254797,0.457399120449595,0,10923.0,476.516858,0.0041,0.01998,0.04928899999995,0.0025,0.00799899999995,-0.0014523744434292156,4.873170731707317,15,1,7.2,20669.0,2,131.0,70,65,0.9286
296,hannahhughes,Hannah Hughes,Rare,35.813437437186536,21.837876034726428,54.05340191480913,36.07030759937737,42.33916683145475,266.69241,1,0.7904745970665328,0.9704482853486532,0,18785.0,266.69241,0.004879,nan,0.066788,0.005,0.025,-0.0004940428562364112,nan,3,1,70.6,29350.0,1,18785.0,90,83,0.9222
297,LostSnow_Rin,Lost Snow (villain arc),Rare,35.74399721378991,24.917676155865134,49.09731436738612,52.62879562298167,19.84559356667326,589.812264,2,0.8741344160704583,0.5249693017431497,0,9798.0,526.255521,0.001899,0.007,0.056310000000000006,0.0018,0.013,0.001416800348028835,3.686150605581885,15,2,72.6,7588.0,1,4796.0,77,70,0.9091
298,Sonika_KK,Sofia,Common,35.715604585452596,25.32031092267313,63.137087169666245,27.615384615384617,28.534210005932373,122.32542600000001,1,0.9064718286851406,0.838590407927168,0,nan,nan,0.0099,0.0041,0.06548,0.0022,0.00528,0.0005929141881161153,0.41414141414141414,9,1,52.2,2675.0,3,3149.0,95,88,0.9263
299,ghostdotxyz,Ghost,Common,35.5861628772852,35.172370280638,39.536487784596915,37.22728434356341,27.91757300112056,989.4734579999999,2,0.9136826117828004,0.6136183840215726,0,4291.0,915.188468,0.00233,0.299999999,0.04912899999998001,0.0018,0.0032,-0.00022482012887372767,128.7553643776824,9,1,42.2,7138.0,2,4201.0,86,79,0.9186
300,frostyz,Frostyz,Common,35.353201839786195,34.15127195639006,47.744151901200354,33.99548126292312,19.717058862303077,1041.7112809999999,2,0.9111269231073307,0.5347604662113145,0,3772.0,973.946541,0.00299,0.02,0.04535000000000001,0.004,0.008,-0.0002508785263185538,6.688963210702341,9,1,25.1,7559.0,1,3772.0,68,65,0.9559
301,jyp_nft,JYP,Common,35.25297289192616,31.088885523924894,41.81609324783471,32.9546325767256,38.483125700349355,999.570425,2,0.8948616140501124,0.4896286770534936,0,4047.0,942.137167,0.0041,nan,0.05123519999997,0.0015,0.0069,0.000536920592451292,nan,6,1,20.2,20638.0,1,4047.0,79,73,0.9241
302,Oxydo11,Maragkos Petros (MDX),Common,35.19019747379082,32.95674338784575,36.9435759109511,41.95584067095695,29.20292004482236,687.393836,2,0.9084226230349588,0.6624713807081858,0,9058.0,565.271718,0.001,0.015,0.08372999999993001,0.0015,0.0045,-0.0008535894389654747,15.0,11,1,75.4,7435.0,2,2765.0,90,84,0.9333
303,ZKernaut,ZK-Messirve ✳️,Common,35.186449590934885,38.96759539672925,42.07649156180313,40.446553446553445,6.606519016544723,455.08469599999995,1,0.9686147186147186,0.9512508563557935,0,nan,nan,0.00239,0.0189,0.02782,0.0024,0.0033,-0.00022066675555102653,7.907949790794978,13,1,87.7,1328.0,1,145.0,79,74,0.9367
304,0xkovv,Kov (effort arc),Common,34.98157763467807,34.23182919442762,32.34645369516714,33.21565643658667,43.72734163865269,686.4458380000001,2,0.8825849451419885,0.8980370588912227,0,8099.0,617.362109,0.00199,0.038,0.034350000000000006,0.0015,0.0069,-0.00026683620359932707,19.09547738693467,10,1,42.2,15521.0,2,4865.0,78,75,0.9615
305,PixassoHQ,Pix 🎨,Common,34.839574836077226,37.10079749646678,32.18953057968456,29.10420974374463,40.87354162546965,671.962713,2,0.9160078741909669,0.6377191397975126,1,9540.0,540.785911,0.0015,0.01,0.052868,0.0015,0.00944,0.0025871212826141395,6.666666666666667,4,1,28.4,8191.0,3,25.0,90,87,0.9667
306,DaSpookyMan,Spooky,Common,34.636911491863465,33.491772663032506,33.844010424100425,42.66861626745347,28.303177114231097,886.4869699999999,2,0.9205403600135129,0.5206939213124042,0,5844.0,770.496642,0.00537,nan,0.02169,0.0015,nan,0.00016198443372490053,nan,3,1,68.5,7206.0,2,3156.0,85,79,0.9294
307,CryptoeJammin,Cryptoe Jammin,Common,34.30454946658281,29.195235210983245,47.73437422195473,26.183188904119138,36.37482697251335,169.15105699999998,3,0.6655387457541814,0.7983260729379174,1,33888.0,80.040964,0.002,0.04,0.062273900000000014,0.003,0.0038479,-0.002336731259242545,20.0,14,1,43.5,6575.0,3,108.0,86,83,0.9651
308,the_jujukey,JUJU ☀️·,Common,33.935687307722574,19.851251766606097,54.046026643301985,44.93137676277212,23.31603058466812,444.09439399999997,2,0.8225352997473714,0.44788304283561653,0,13192.0,392.741387,0.00139999,0.005,0.061810000000000004,0.0044,0.005,0.0101800847930034,3.57145408181487,10,1,87.2,9354.0,1,6996.0,95,88,0.9263
309,DoggfatherCrew,Doggfather,Common,33.8774895941688,24.05668281849384,40.22425925356347,33.281799595753085,50.282611561531866,360.54342999999994,2,0.8449033128482512,0.6806425956481104,0,19276.0,257.652519,0.00299,nan,0.0500409,0.0014,0.0039999,0.0016860391907963185,nan,8,1,62.7,23887.0,2,3205.0,78,73,0.9359
310,EscanorDz100,ESCANOR ⨀⚡️,Common,33.86296612722488,39.69261053906723,26.74586112306173,19.999483075064475,48.663733438797706,881.90431,4,0.8011657107923469,0.5841120147350851,2,35511.0,69.783995,0.0015,0.01,0.03549,0.0015,0.0039,-0.0002551986989611482,6.666666666666667,8,1,18.7,2872.0,6,195.0,76,70,0.9211
311,0xChvd,Jay,Common,33.53772582510444,36.40758126388048,31.977406983834975,24.082917082917085,41.0917210467339,1288.541866,2,0.8405397398200125,0.8971271487275571,0,nan,nan,0.0011998697,0.00999999999998,0.055240000000000004,0.0018,0.0034,-8.76485296419232e-05,8.334238292691282,7,1,37.1,1099.0,5,132.0,88,79,0.8977
312,chefgoose,Chef Goose,Common,33.496381791103516,29.634867756915003,50.578359528163226,24.22456613154288,27.686210533254233,606.1089000000001,3,0.8277135312524804,0.6424465447539882,0,11983.0,433.877716,0.00389,0.00299999999999,0.06310088999999,0.001493,0.0069,-0.0005982506175688386,0.771208226218509,16,1,15.9,10969.0,1,685.0,79,74,0.9367
313,Drewfromweb3,Drew,Common,33.2796083566752,27.044972743791643,26.292757264447232,46.200479752805336,44.322226616571086,514.805426,2,0.8561415425798895,0.46348425855425873,1,11570.0,449.282506,0.00131,0.0239,0.024781886000000003,0.001588886,0.0033,0.00024142232404924046,18.244274809160306,8,1,88.2,6379.0,4,238.0,86,81,0.9419
314,Shtihmas11,Shtihmas 🫎 π²,Common,33.27577947719647,31.19937411669695,56.32411588914332,14.545564900216064,25.372585854590994,590.994871,1,0.8943505660587809,0.9690598357966251,0,9472.0,544.198437,0.001188999,0.00309999999989,0.09044899999999002,0.0022,0.0035,0.006136628028650462,2.6072351615855016,20,0,15.3,10093.0,1,9472.0,63,58,0.9206
315,MasterChiefNFTs,MasterChief 🩸,Common,33.25902310170282,22.536896830203915,41.49340174878999,36.44338219919615,43.88158328389691,412.622854,2,0.850020203030305,0.5643650390722577,0,14761.0,345.426987,0.0026,nan,0.061480000000000014,0.0027,0.0069,-0.0013719102788679975,nan,7,1,68.0,32671.0,1,4556.0,94,84,0.8936
316,InfinityGlock99,InfinityGlock,Common,33.041527913637104,16.56879668887543,60.733073128343655,28.756656134563116,36.52939819392262,250.516206,2,0.7846443721793482,0.44734682583454644,0,23384.0,185.587421,0.0011999,nan,0.083657,0.005,0.0045,0.005646730786018964,nan,13,1,47.6,10422.0,2,5720.0,94,91,0.9681
317,Nxtlvl,NXTLVL👑️.eth | Polygon Labs,Common,33.005261421247226,33.776246719160106,34.72407781514605,36.87089654531515,22.930426471557574,892.0533330000001,2,0.9098298265958203,0.6075459610826883,0,5336.0,813.687317,0.0019,0.1,0.0442289,0.0019,0.0039999,-0.001599923131919439,52.631578947368425,13,1,45.8,9092.0,1,4068.0,84,76,0.9048
