rank,xHandle,displayName,tier,compositeScore,dim_performance,dim_market,dim_ecosystem,dim_reach,totalXeetsExclXeetsgiving,competitiveTournamentCount,avgDifficultyAdjustedPercentile,signalRatioAvg,osFloorCommon,ethSaleVolume,highestSaleCommon,deckReachScore,followers
121,AndrewAsksHow,Andrew Forte,Epic,55.053380445569644,52.84683525136281,46.32326713622326,61.21297500948664,59.15117658690923,1847.08743,6,0.9068203049900377,0.8092257976895803,0.002499,0.0804,0.003,84.4,38416.0
122,GUJJUIIXI,GUJJU,Epic,55.00813419752906,46.45204926307288,52.71641892341105,69.03614408846968,58.56248764089381,1646.211406,4,0.9656462668476851,0.5254915888131173,0.009,0.04468800000000001,0.005,86.2,5996.0
123,WEB3Eliza,Eliza,Epic,54.97841272812642,56.37351100343226,64.78035200091954,53.8300265625847,46.01789598576231,1786.009056,3,0.9797223541669204,0.9086531711427313,0.002,0.07523,0.005,68.5,88161.0
124,elenionchain,Eleni,Epic,54.92384178542599,47.4076317383404,48.848229405991106,70.50027782295226,57.35169072572671,1754.20423,7,0.8972599697127536,0.6989729965377188,0.00104,0.091259,0.0029,98.0,9868.0
125,what3verman,✨whateverman✨🎙️,Epic,54.9159611051598,47.95363920856046,72.21826884955584,64.76265788475092,45.23640498319161,2983.995649,2,0.9883625844579615,0.8133776445020613,0.0055,0.27492900000000003,0.0053,82.4,49650.0
126,scottybmitch,Scotty,Epic,54.86447912060453,29.64688067837674,92.17754416210916,74.4590787119857,57.30284753806605,1097.212016,4,0.8594389832247584,0.608768122029322,0.07,0.422599999,0.02,97.4,16421.0
127,_Craig_,Craig,Epic,54.74940745372212,47.659751665657176,51.92853752495422,76.89333631484796,46.28781886493968,1552.082358,5,0.9348448564889082,0.6494313150823585,0.00229,0.07169500000000001,0.0015,97.4,22205.0
128,xerocooleth,xero 🎮,Epic,54.7249464228019,55.276953361599034,61.989621147383644,44.34206103973546,60.05754399841803,4936.621420999999,7,0.9125399911329913,0.5689195953768493,0.0068,0.10288300000000003,0.005,70.6,71170.0
129,PhinTotten,Phin,Epic,54.67888954311802,59.137694326670704,50.45406062696232,43.48049818398656,61.36217124777535,4045.715388,4,0.9597131007658826,0.8353491781117481,0.002329,0.11320000000000001,0.0048,31.5,29676.0
130,vohvohh,voh,Epic,54.50456694183979,63.753684635574395,74.22982484248303,22.855843768634468,56.6835080087008,4252.992523,3,0.9928915815406558,0.8489192735135634,0.0055,0.66627999999999,0.014,0.3,116488.0
131,UxGsol,UxG,Epic,54.37469736405485,56.35715727841712,45.787858815663256,56.53768227896135,54.164227803045286,2506.826089,4,0.9783629409444283,0.7139958237775137,0.004,0.0386933999,0.0022,79.8,89844.0
132,cryptodaaddy,Crypto Daddy ֎,Epic,54.32444232586923,59.14279224712296,45.8971639616083,40.53577817531306,66.38333003757168,2064.58674,7,0.9632469701956193,0.5789740661654053,0.0038,0.049428,0.003888,26.3,24193.0
133,shotguncaio,shotgun,Epic,54.316030195936435,61.68039571976581,53.68414353089462,31.520748631213753,65.53935139410717,4116.928066000001,4,0.9948082320030103,0.7104393096711067,0.004,0.058888999999980006,0.003,15.1,40676.0
134,NDIDI_GRAM,HEADBOY 🦇🔊,Epic,54.01342798081053,48.363416111447606,62.69061944328076,55.8805632352144,57.22335376705556,6435.718614000001,3,0.9181544030696193,0.7760459159203585,0.0015,0.10350999999999999,0.00326,81.1,198557.0
135,ZhugeLyang,LuBu (privacy szn),Epic,53.68998796302306,63.029880880274575,36.40579717946076,54.265259933864584,46.37779315799881,2386.409013,4,0.9873119119192302,0.9219731547799209,0.0012,0.05419499999999999,0.0016,82.9,6288.0
136,juliadziesinska,Julia,Epic,53.55716141166467,49.487987078538254,68.93532220346732,59.23572261072261,44.03846153846154,1083.41284,3,0.961013742690246,0.9070034401265993,0.00413,0.10597999999999,0.0034,80.3,48713.0
137,Shivfreespirit,Shiv ✍,Epic,53.49110822855552,52.09590147385423,46.64518036639424,49.5574483655879,66.07919715246193,4010.1764290000006,4,0.9534972480595106,0.6707730347629138,0.00169,0.07098989999,0.0027899,55.8,13002.0
138,leiane1,Leiane.eth  ☮️,Epic,53.25802913320679,43.62406622249142,46.360958086093035,81.48786388030575,46.19784457188056,1807.096376,3,0.9689539858801722,0.4574635205576416,0.003,0.065064,0.0035,96.9,91800.0
139,loshmi,Loshmi,Epic,53.15281019170587,49.2913133454472,63.46458598676188,59.81532905079417,45.86622503460549,3319.3632900000002,2,0.9864399311879019,0.8714939515946292,0.0049,0.16507000000000002,0.008,80.3,40298.0
140,IdMintThat,Mick ➡️ ETH Denver ✈️,Epic,52.99403743677651,48.57238037552999,38.377630154163505,69.11381932021467,54.70407356140004,2075.680851,4,0.9628127910718761,0.5781680975658829,0.001,0.05067,0.0045,84.1,23942.0
141,HelloBenWhite,Benjamin,Epic,52.59093417136651,55.974560872198666,43.61573678264851,41.439698867024454,65.04063674115088,2276.412734,3,0.9783560694881679,0.8455926386149498,0.001198,0.22148698,0.0015,49.9,21583.0
142,AshleyDCan,Ashley,Epic,52.337540788647615,43.6422370280638,67.63279251066244,62.01485336369058,47.997330433063084,3774.42895,3,0.9377507947970235,0.5203962015621678,0.02,0.08149899999999999,0.0069,81.3,190710.0
143,MookieNFT,Mookie,Epic,52.21975335722908,47.01695941853423,42.26503547415723,60.35013823385916,61.26171643266758,2492.07849,4,0.926329550857656,0.7767806946476293,0.005,0.04249900000000001,0.0021,66.5,150737.0
144,AnIdiot,AnIdiot,Epic,52.17405787629328,36.67504542701393,45.95232666846758,83.11662465441536,53.80433063080878,2003.000395,5,0.8372408415356045,0.605979265504021,0.0028,0.05808613803,0.0029988,96.7,10103.0
145,davidonchainx,david 🔛⛓️,Epic,52.134758893851796,48.558525136281034,45.60512792541814,57.79471594297176,58.0331224045877,2741.1970180000003,2,0.9898200231581642,0.8536628809492919,0.0042,0.0553184999,0.004989,76.5,17088.0
146,MINHxDYNASTY,۟,Epic,51.82559524065199,46.77589339794065,64.45728493599631,44.16398330351819,61.76705556654143,6051.303766999999,4,0.9052203734252049,0.6839211897158368,0.012,0.4070000000000001,0.0069,43.2,71170.0
147,0xMelkoreth,Melkor.eth,Epic,51.735941128282086,59.11826165960024,35.924000034063916,39.14622296308343,62.57019972315602,2564.1615279999996,5,0.9577937128433561,0.694730637036729,0.0012,0.05438890000000001,0.0015,35.5,20834.0
148,AzFlin,AzFlin 🌎,Epic,51.62770049083686,62.808398950131235,35.742874021898785,33.69565512007373,60.68370575439984,6495.688707,3,0.9810264341810017,0.8464957763822994,0.0025,0.040142460000000005,0.0032,17.4,29447.0
149,ChrisJourdan,Captain Zwingli 🍌🎙️,Epic,51.496294429536476,47.6101352715526,55.30505977156628,52.693500298151456,55.42386790587304,2376.5169530000003,4,0.9340027379135375,0.7696125275698805,0.005,0.055847,0.0069,63.2,40539.0
150,cabenX,Caben,Epic,51.35130799262932,59.07692307692307,51.3870997927576,25.74351520572451,64.54963417045678,4230.34502,7,0.9345879680715357,0.6236187766973592,0.0044,0.06871000000000001,0.0012,0.3,9584.0
151,thegreatola,Ola Ξlixir,Rare,51.256433770456155,54.55057540884314,72.54486314608468,35.599582587954686,46.377793157998816,1997.425279,4,0.9797298496272424,0.7029002994416217,0.005,0.13867999999999997,0.0069,44.8,106111.0
152,SirJoey,Sir Joey,Rare,50.98374638131203,47.46393599838481,38.30393701028987,66.55630319293111,49.97676488036385,2350.560465,2,0.9863130078668955,0.884546481860077,0.00129999999999,0.04798499999999,0.0015,94.9,11122.0
153,D3TRIOTT,"DΞTRIOT | DGC 2.0🔺,♟️",Rare,50.81573210746364,56.58126388047649,25.404959871525044,46.05490052583076,63.24115087996836,2267.371469,4,0.9664789074922397,0.8559822904500725,0.00119699,0.03819000000000001,0.0015,76.7,9570.0
154,HollanderAdam,Adam Hollander,Rare,50.53069935902981,33.697481324449825,79.4931711731916,67.21950046077954,44.96648210401423,3607.088683,2,0.9331272431934163,0.5448039911014357,0.0094,0.14909999999999998,0.012,90.5,86975.0
155,weston_union,Weston Union,Rare,50.25710924812512,55.86296184130829,60.243009604488485,33.08336043801161,50.74520466679849,2211.737823,5,0.9064096956912711,0.9385637034685008,0.0022,0.159858,0.0029,31.5,2724.0
156,wilson_,WILSON,Rare,50.168432582094184,54.260650111043816,54.613318017833805,32.22048300536673,58.881253707731844,3223.8902199999993,4,0.9727672994303822,0.5920060827122757,0.0032,0.06968099999999999,0.01,7.2,158394.0
157,GeoOnchain,AG,Rare,49.9953708591545,59.55754088431254,47.32758206426905,24.278107551363366,61.490508206446506,2383.3279070000003,5,0.9433372262568323,0.806900549200557,0.00229,0.06078899999999999,0.00175,14.3,18315.0
158,_matisei,Mati,Rare,49.87768118766066,49.10034322632748,43.01664818520331,51.38505583563723,54.92238481313031,1552.546132,3,0.9609602633655802,0.826449717996896,0.0029489,0.04941189000000001,0.003,66.8,7526.0
159,ryandcrypto,ryandcrypto,Rare,49.71553421914212,58.74338784575006,67.92518077735845,23.161076326774005,47.637433260826576,4318.1675510000005,3,0.9587640620591543,0.9856028455577505,0.007,0.06254000000000001,0.0048,0.3,233956.0
160,BetmanJoe,Joe Betman 🇨🇷 🇫🇷,Rare,49.457282778098964,29.740384615384617,50.41961909408045,73.98808749390146,61.9305912596401,1091.966251,6,0.8213132545539912,0.38154597997627954,0.0045,0.18949900000000003,0.002,97.7,14176.0
161,alphabatcher,Alpha Batcher,Rare,49.1885551978387,54.12356147789219,60.71330863959608,21.02444841979726,62.57019972315602,3052.81847,5,0.8919758952526708,0.8681102836977264,0.004,0.06609799999998002,0.00199,0.3,51862.0
162,OODEGEN,哟,Rare,49.149922708580256,53.820159499293354,53.75800723557187,23.842657342657343,64.98971722365039,3283.661323,15,0.853772499220708,0.6391300382697761,0.00479,0.0726261,0.0016,7.9,1303.0
163,manyaaww,manya,Rare,49.13188048883725,64.9778921865536,24.05842658095483,25.56658941833361,61.76043108562389,2355.275309,5,0.9771622357956359,0.728477245783948,0.003,0.0036,0.0011,11.3,14599.0
164,theagnft,ag,Rare,49.03203650059221,54.32667070462347,50.58444374255527,18.059332140727495,72.3676092544987,2604.0201819999997,9,0.8965186969148797,0.5244464363873179,0.0012,0.08099900000000002,0.0027,0.3,13875.0
165,lechriss17,lechris,Rare,48.80044420049374,46.21542499495255,37.93228339840405,63.732598796552296,45.20812734823017,1789.3763599999997,4,0.9480790745560754,0.7416762667879937,0.002,0.04092899999999999,0.0025,82.1,7425.0
166,defidarling,sara,Rare,48.41132226285997,39.43859781950332,59.29070984004592,66.72092345638858,38.03846153846154,922.846352,2,0.97409706557128,0.8388132904274891,0.00218,0.10438,0.00388,95.1,90029.0
167,0xchainBob,bobby,Rare,48.29211853495487,42.58350999394305,42.30956678706884,53.56673171789451,58.7013051216136,1795.389576,2,0.9775927987895703,0.7999344528371293,0.0035,0.0628019,0.0015,84.4,14091.0
168,Idedj,Ide,Rare,48.104402973749885,31.695790430042393,37.714021618393716,78.17569930069932,55.7732845560609,1173.185582,5,0.8740091018028353,0.3262451950932076,,0.07508999000000001,0.0075,97.7,7151.0
169,cartist00,CARTIST,Rare,48.04854736770701,36.04459418534221,59.92135135136698,59.48956469886702,51.19507613209412,1328.4859000000001,2,0.958688595768667,0.7748579761456038,0.0015,0.0669878,0.005,86.4,36299.0
170,Crypto_bn,Crypto 🔶 ₿N,Rare,48.02069716862955,46.38683626085201,42.592529813723466,59.46913454762293,42.357227605299585,2079.4509129999997,1,0.9950253750487982,0.9549390736220771,0.00134,0.0727619,0.0023,81.6,35645.0
171,CryptoArter,Arter ✳️ 🫎,Rare,47.589911268836545,33.901070058550374,46.047303174646764,69.91949232937607,51.814415661459364,838.63005,3,0.8956233553492394,0.7945755562735138,0.0029,0.052569,0.003,99.0,7534.0
172,TMoneyy,TMoneyy,Rare,47.55622698036028,30.94064203513023,46.31051060256375,63.002927305252896,65.61953727506426,1563.93436,4,0.8746766767108074,0.5544562547760841,0.004,0.05610000000000001,0.0022,78.0,17317.0
173,WYdaGOAT,Kenny Wy,Rare,47.50578914024329,39.95477488390874,23.66999407722963,69.40672602591209,56.053687957286925,2312.919276,3,0.9147629681542631,0.717286536763677,0.00104,0.04074200000000001,0.001849,96.2,20909.0
174,PenguinWeb3,Penguin,Rare,47.26958299655276,50.6715122148193,30.047715082054733,40.54890361576409,60.77071386197349,2223.2514969999997,3,0.9657869757849621,0.7444179493154827,0.0025,0.052780999999999995,0.0015,35.3,19935.0
175,nftriles,Riles,Rare,47.238626045488225,43.256965475469414,46.505948459242205,47.67988019732206,55.64217915760332,1469.444904,5,0.8665364976765788,0.7997535694410118,0.0047,0.05104,0.007,84.4,10164.0
176,ruledout_,RuledOut xD,Rare,46.908260200678434,52.84453866343631,53.97181103426661,20.457587954680978,59.56268538659284,3109.8829419999997,4,0.930717277702614,0.8879863624034686,0.001,0.12909900000000002,0.0018,0.3,17676.0
177,Houseofyogi,Yogi,Rare,46.866698110119714,59.28124369069251,32.275290055456715,30.460718545020875,50.60658493177773,2797.193692,3,0.9768750752948461,0.9244136031637945,,0.010499999999999999,0.008,14.1,36902.0
178,XammieCrypt,XAMMIE💎,Rare,46.730089951322356,49.59499293357561,42.841270635967206,33.423605464303144,58.93286533517895,2926.860755,3,0.9701432255501591,0.6128894610762877,0.00199,0.05258800000000001,0.0016,3.6,11711.0
179,AnnieNFTT,AnnieNFTT,Rare,46.64968413566253,42.6571774682011,25.948503073383044,63.29876809237275,51.4133873838244,1113.126385,4,0.9595453060268302,0.5293661983736049,0.001095,0.049780000000000005,0.0029,79.3,7944.0
180,Teacher96_Katie,Teacher96-(Katie),Rare,46.5182559755019,17.291338582677167,86.82280336048592,78.10965197593106,41.336266561202294,359.598099,3,0.8145315337925446,0.45124111352574525,0.01,0.13593099999997998,0.01,99.2,8940.0
181,zacxbt,zac.eth 🧙🏻‍♂️♦️,Rare,46.44854979865128,38.32707450030284,67.28766334566613,33.32079741963464,62.97122800079098,1903.7808690000002,3,0.9374063704119834,0.4818487672180794,0.008899999,0.23708,0.00798,30.4,49969.0
182,dreweth,Drew,Rare,46.21783040859401,44.60150413890571,45.64371485548235,53.44852143980052,41.727407553885705,1898.541779,1,0.9909542133734872,0.947139421084137,0.0029,0.060128799000000004,0.009,69.8,10299.0
183,youfadedwealth,Faded 🦇,Rare,46.18702810274552,49.11932162325863,59.183514961115186,21.943886539816777,58.16145936325884,1734.263203,3,0.9744695066403922,0.6922420722995849,0.0021,0.10670000000000002,0.004,9.7,49551.0
184,justmeg,Meg,Rare,46.15656061244198,49.521704017767014,12.268325094950274,61.92016317016318,46.377793157998816,1661.126947,4,0.9524156820361206,0.8014780881337158,,0.0033,0.0012,95.1,20585.0
185,swandogs,SWANNY 🔺,Rare,45.897927885296866,47.23561477892187,47.54597798133901,44.23202282213911,43.76853865928416,1096.179334,3,0.9577298474861738,0.8737547953569877,0.00259,0.05167098999999999,0.005,56.5,23379.0
186,0x_degenola,Ola,Rare,45.826556774034486,60.860387643852214,24.691036504003446,17.796769122350522,62.3414079493771,1798.2376429999997,5,0.9621705272494406,0.7683604143037837,0.00177,0.040829000000000004,0.0015,7.7,11332.0
187,iMithrandir_,iMithrandir 🪄,Rare,45.65382860341707,35.873611952352114,50.07275438231324,52.72830948121646,54.742436227012064,1621.385605,3,0.898942097841758,0.7519838332476875,0.003,0.09695099999994002,0.003,44.8,3994.0
188,pgreyy,pg,Rare,45.61396493129082,49.34706238643246,45.467041234948724,26.459661462568445,59.912102036780695,1665.1781099999996,3,0.9581257368587236,0.84600471701486,0.0022,0.05155599999997,0.0021,21.2,8295.0
189,bored_vic,Bored Vic,Rare,45.3510902806036,50.6173026448617,23.90552879963714,31.235404130752972,66.60925449871465,3922.584839000001,9,0.8591113677108012,0.5148791794891285,0.0025989,0.0262,0.0015,8.4,3830.0
190,Kaffchad,Kaff 📊,Rare,45.34764594000024,51.44904603270745,23.577057868085056,28.10781563397843,68.68845165117658,4528.233466,6,0.8819940575061048,0.6726889237186536,0.0013,0.0368,0.0014,9.0,19822.0
191,Jonasoeth,Jonaso,Rare,44.942940234216444,47.58000201897839,32.244971299921936,47.78693012413943,45.65799881352581,2472.185006,1,0.9971446098934805,0.9361022431912175,0.001,0.03574999999999,0.0028,50.6,5048.0
192,kaitodan,kaito dan,Rare,44.90449334943798,48.6628306077125,31.96053123696346,39.13536076326775,53.35445916551315,1747.9932450000001,4,0.9456402924359602,0.8035253278404353,0.001197,0.039786999,0.0018,49.9,11884.0
193,MrGreenity,MrGreenity,Rare,44.85252910199993,39.00504744599233,39.28850167721782,63.59799696427604,39.74797310658493,1563.745237,3,0.9274162137846491,0.7117006399221729,0.0049,0.0400999,0.0016,87.0,10755.0
194,tulipxbt,tulip ✨,Rare,44.72502468816941,35.54391278013325,52.16473801062993,49.14380387054806,53.3439786434645,832.368174,5,0.8977124771492984,0.45759525393985356,0.00399,0.052984,0.00498,73.1,10648.0
195,bigZUKO_,mayowa 🍀,Rare,44.68588839370687,38.360614778921864,55.40861825336378,47.92855884425652,46.197844571880566,1850.349234,2,0.9611011004080992,0.7391812905669288,0.001,0.07516990000000001,0.008,57.0,9127.0
196,Jai0xCrypto,"Jay.eth, CFA",Rare,44.55180446464851,36.002548960226115,35.289415424783776,59.33207974196346,52.45471623492189,1659.0962959999997,2,0.9573870975392902,0.7300008695181248,0.001,0.060416,0.0017,80.1,18009.0
197,ToriRibolla,Tori,Rare,44.32459147014633,43.79709267110842,31.709153683846118,53.451164145931585,44.39835871069804,1782.235828,4,0.8919883895214618,0.9058953065168349,0.0014,0.04193299999999999,0.0025,73.9,6645.0
198,thelearningpill,The Learning Pill 💊,Rare,43.929038324963436,48.73834039975773,50.45750565759691,20.89363446630889,55.423867905873045,2228.212556,4,0.9313293850552846,0.8255302560757435,0.006,0.05939,0.002,0.3,23305.0
199,Napoleecrypt,Napolee,Rare,43.751113765042106,47.07919442761962,26.210813726064053,46.23903615764082,47.05625865137433,1295.41038,5,0.9202089042372403,0.7230226229185279,0.003,0.03558899,0.0014,66.8,6255.0
200,tictacmagic_,Tictacmagic,Rare,43.708704033987786,49.174490207954776,24.05147377464593,27.2600219547894,65.88946015424165,2210.0270750000004,8,0.8856053523770722,0.4927519711640865,0.0012,0.02696,0.004,16.6,5359.0
201,tolibear_,toli,Rare,43.66168573338008,26.85241267918433,78.0740296406881,40.79208001301025,56.45194779513545,1324.437704,3,0.8368936540599909,0.6456898832005131,0.0099,0.174389999,0.01,46.8,30016.0
202,Deviled_meggs_,Deviled Meggs,Rare,43.60739243549105,40.09082879063193,34.033309926768325,48.657823765381906,52.36474194186275,1591.688991,2,0.9711445171582596,0.7883526130516012,0.00244,0.03284,0.003,59.8,40410.0
203,Jackhaldorsson,Jack Haldorsson,Rare,43.560403498731766,37.28793155663234,48.03111367872185,52.85667723749119,42.68884714257465,1270.159606,2,0.9595343879934812,0.8122856442562025,0.0025,0.07974,0.0029,85.9,11602.0
204,Scooter_420,scoot,Rare,43.282180053891565,31.17262265293762,37.51871337245885,54.96374749281726,59.60104805220486,2035.380714,3,0.850780040699305,0.6458602417519715,0.00154,0.06631800000000002,0.0016,68.5,49322.0
205,Frenchiee,Frenchie.moca 🇫🇷,Rare,43.26156138179898,37.41833232384413,55.72598877608778,29.211660432590666,62.3414079493771,1746.698767,4,0.922009660114731,0.5145336959025311,0.0045549,0.09254899999999999,0.0015,1.0,13802.0
206,BlueTigerX_,BlueTiger,Rare,43.15121187931696,29.368943064809198,53.020720069953825,45.279327261885406,62.24451255685189,1235.406185,2,0.9386030229545314,0.6725087687083464,0.01,0.04172000000000001,0.003,61.4,21902.0
207,holly_web3,Holly,Rare,43.10483853787344,39.00423985463355,27.56180500698442,48.06148696264976,57.67322523235119,3065.0174519999996,3,0.8445685846522327,0.8474326337731801,0.0021,0.034178,0.0017,48.3,51890.0
208,shredder_tegg,SHREDDER,Rare,43.10080451517017,28.61283565515848,41.216368299141,62.73047785547786,52.36474194186276,1609.4631339999999,2,0.9378366966945022,0.5017342367976754,0.0039,0.033588,0.002,82.6,13797.0
209,molusol,molu,Rare,43.06862558148113,34.888880476478896,32.05171322579898,58.63574700493306,50.60658493177773,2339.4488069999998,2,0.94476852626426,0.6718873574680346,0.00238,0.0272489,0.0037489,84.9,13644.0
210,3liXBT,"3lixbt (🗣️,🤝)",Rare,43.027434050298424,34.50835352311729,54.53765920422247,35.33545427440777,61.130611034210006,2314.801644,2,0.9448814965669806,0.6613151324053176,0.001,0.08506888899,0.005,25.1,16590.0
211,matchayuma,oatmilk (iron man arc) 🍵🌸,Rare,42.9210140280909,31.217645871189177,60.621888268396305,54.86388030574078,40.488135258058136,688.3976089999999,4,0.8894665284612727,0.6589302693060803,0.004,0.0888,0.004,79.0,7942.0
212,thebbz,thebbz 👷🏼‍♂️,Rare,42.652834863367254,46.249343832021005,35.50925592329708,33.78554778554779,50.655230373739364,1725.470217,4,0.9254483891419103,0.8512278555674346,0.00199,0.031059999999999997,0.0019,61.9,1540.0
213,SHL_eth,SHL,Rare,42.465891797608414,41.86397133050676,39.77555429383668,44.57807502574945,43.31866719398853,1510.0068860000001,1,0.9860911270983214,0.9467421628378003,0.0074,0.03669,0.003,54.7,7264.0
214,degenBRO__,degenBRO,Rare,42.30784744284814,38.13024934383201,52.046830913647895,28.390951103160408,59.7809966383231,2118.059576,2,0.9648219195293324,0.6504820896366427,0.0019897,0.10866699999999,0.0022,11.5,37058.0
215,raidenkrn,Raiden,Rare,42.27183775254072,27.354482132041184,41.79144539802329,75.93211633327914,35.24925845362863,721.5324469999999,1,0.9271540906809437,0.8975830910405581,0.002,0.058459,0.005,99.5,41043.0
216,ethmaxi,big daddy brando,Rare,42.13817787471497,38.22034625479507,66.76009683240959,24.88971106412967,51.73492189044888,2047.4818119999998,2,0.9617712940046252,0.7022146508051487,0.00229,0.11437,0.00448,4.9,164606.0
217,Abstract_Hzn,Abstract Horizon,Rare,42.12752115426347,40.594311528366646,52.20358407544949,27.386458502737575,54.74243622701205,1483.9848229999998,2,0.9589031583552245,0.9385780556997334,0.00399,0.049802,0.0059,24.0,8815.0
218,Sanza,Sanza,Rare,41.9091040670649,39.32323844134868,38.33849916994592,46.01282051282052,45.2981016412893,1358.797924,3,0.9401078983556449,0.6573307551647654,0.00199,0.032236,0.0024,63.2,35373.0
219,SOLHUSTLER,HST 🌋,Rare,41.85230767687648,38.83971835251363,50.16596661903898,39.87412587412588,44.21841012457978,1478.02113,2,0.9900002079063828,0.6469476776867816,0.001499,0.10799879989998,0.0027,30.7,1132.0
220,Smolpeach33,Smolnaut,Rare,41.73930543865821,26.491823137492425,56.499827187783296,49.23917845720171,54.06377298793751,1032.9025589999999,3,0.8602840747475593,0.6075534690644777,0.0024,0.09310889999996001,0.00199999999996,66.2,5271.0
221,aibra,Aibra,Rare,41.63772567259153,48.49646678780538,18.86267321655857,37.653886810863554,48.897073363654336,2745.1522299999997,4,0.9462246728565138,0.7208214979369953,0.001197,0.02919,0.0012,19.9,7688.0
222,CreateWithTony,Tony,Rare,41.36060644805967,34.06904906117505,47.709961372870644,41.83566433566434,51.364544196163735,478.749202,3,0.9483787120836039,0.6442245660365228,0.0017,0.07555787,0.002,47.8,2203.0
223,Wezaverse,Adam Westerén,Rare,41.10871126961897,37.337371290127194,49.1362224888117,34.77180571366619,50.295333201502864,1447.9557180000002,3,0.8743524535507393,0.9132673399826028,0.0015,0.06419000000000001,0.0015,25.8,10122.0
224,hyperstrike,Hyperstrike⚡️,Rare,41.09096405248428,35.80557238037552,47.60996719962168,48.152863609258965,39.17984971326874,1006.0424899999999,1,0.9602030003903854,0.9325541234146396,0.00119899,0.07834998999998999,0.00248,79.0,5381.0
225,coinempress,vana,Rare,40.964150469464904,36.99149505350292,29.80470732423092,60.07474115032255,35.699129918924264,1395.736976,2,0.9589457757504235,0.7833163882069865,0.003,0.0303,0.0015,90.0,5896.0
226,Truunik,Truu🐻‍❄️,Rare,40.82707578825516,32.51279527559055,35.943117666173194,43.07463950777905,59.36533517895985,1102.872992,2,0.9402938595394734,0.7994905975827835,0.0015,0.0591,0.0015,69.8,11223.0
227,treeonchain,tree,Rare,40.697141559060285,29.9765798505956,43.47334343437223,46.79762291971595,54.11261617559818,921.7426529999999,3,0.8181823771187829,0.8683709088118431,0.00114,0.062167999999999994,0.004,58.8,33710.0
228,themansion_eth,Yasmina,Rare,40.69515841423313,36.63860286694933,31.51618043516172,41.67269068141161,54.97399644057741,2159.391617,4,0.8802476381029126,0.7238167366465165,0.00277,0.0375,0.0038,34.5,19653.0
229,jennn_sol,jennn,Rare,40.158146882822635,24.999798102160305,45.31144055090799,51.681770748631216,54.87354162546965,943.666796,3,0.8648143706238914,0.5918033789730744,0.0013,0.07535900000000001,0.002,76.0,11695.0
230,AlphaWolfPRMR,AlphaWolf,Rare,40.013374173602095,46.30668281849385,22.668955080807102,28.936026183119207,52.54469052798101,2353.325455,4,0.9338779441368457,0.7529084875453036,0.00159,0.038549,0.001399,4.1,6141.0
231,CasperOnChain,Casper (Vacay Arc),Rare,39.89438099459049,40.59077831617201,33.24305575845678,37.87043963788151,45.74797310658493,1593.2763400000001,2,0.9657507888369872,0.8370600313679573,0.0015,0.03165,0.0017,37.9,17847.0
232,josephweb3,Joseph,Rare,39.780783410141254,35.62944175247324,39.133911230778835,41.06567463544208,47.50613011666996,1243.571367,2,0.941676618608882,0.8998163785605029,0.0009,0.06286799998999999,0.002,42.2,8742.0
233,VideHaldorsson,Vide Haldorsson,Rare,39.77876561929894,27.445285685443164,47.55845613752753,55.04544776928498,42.287621119240654,747.691793,1,0.928236015838492,0.8804615173544329,0.00119,0.0713999,0.0024,92.3,4227.0
234,nftboi_,NFTboi 🥷,Rare,39.76252321605806,29.64789016757521,65.78794730017282,32.57008592183011,49.755487443148105,683.3883500000001,3,0.8915864318257593,0.7157156950364133,0.0028,0.07482100000000001,0.0034,30.7,111977.0
235,JefferyCrypt,JΞFF🧸,Rare,39.47690039265889,36.15041389057137,17.389623237439437,60.65924676099095,38.66828158987542,1210.0948939999998,1,0.9629022363504545,0.9031276789851869,0.0014,0.038489999999999996,0.0013,91.8,40582.0
236,PlatyMama_,🥚PlatyMama,Rare,39.46009642464334,19.070336159903086,55.94934121159509,54.3362064292297,52.804132885109745,595.5632459999999,2,0.8881307250377191,0.6079006473106863,0.0049,0.076126,0.0045,91.0,14635.0
237,smolgeeek,geek,Rare,39.40771742120413,31.792449020795484,34.167136750335864,50.43597874993224,46.64771603717619,1816.8088800000003,3,0.8683056869126458,0.6487306720216154,0.00476,0.04868699999994,0.0014,70.6,10054.0
238,enftsar,ensar ✳️,Rare,39.05653007581443,29.46073087017969,47.15413403116008,37.89304493955657,54.47251334783468,1574.3260890000001,4,0.8588666094396863,0.47441656504832214,0.00188,0.060926799999990004,0.002,55.5,6513.0
239,yellowpantherx,yellowpanther 黄豹 💎,Rare,39.003245518224276,27.221103371693918,81.76624725840315,27.546952078928825,44.84823017599367,1162.0762249999998,2,0.9273327235031008,0.6446741435957729,0.003938,0.1768279,0.02,28.9,172945.0
240,thejasich,jasich.eth | collab manager,Rare,38.94745503242364,20.13241974560872,52.32294679772464,58.46992735946225,45.97656713466482,643.041619,2,0.9017003665177988,0.5225833295115443,0.0035,0.05338989,0.002,95.9,21216.0
241,ZKernaut,ZK-Messirve ✳️,Rare,38.90045219985349,34.481324449828385,42.3457223310339,49.93240093240094,32.90992683409136,455.08469599999995,1,0.9686147186147186,0.9512508563557935,0.00239,0.02782,0.0024,87.7,1328.0
242,bunya_eth,Bunya🏀Vibunya Arc,Rare,38.79800792263962,16.989980819705227,70.38723840463625,62.98328318967854,33.08987542020961,695.918591,2,0.870262720590702,0.5747966253113335,0.01,0.05184999799999,0.008,93.1,17282.0
